gw_key,sensor_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,sensor_latitude,sensor_longitude,sensor_altitude
13,cc8,500.0,0,1,0.001,41.171388888888885,27.79488888888889,120.0
14,t11-1,500.0,0,1,0.001,40.94847222222222,26.931,102.0
15,t7-2,500.0,0,1,0.001,41.36988888888889,27.176,42.0
16,t18,500.0,0,1,0.001,41.08586111111112,26.54727777777778,21.0
17,m13,500.0,0,1,0.001,41.336083333333335,26.922472222222225,28.0
18,t12-3,500.0,0,1,0.001,41.683166666666665,27.198083333333333,166.0
19,cc10,500.0,0,1,0.001,41.142472222222224,27.599138888888888,89.0
20,cc6,500.0,0,1,0.001,41.20744444444445,27.86411111111111,150.0
21,t10,500.0,0,1,0.001,41.35047222222222,27.10927777777778,41.0
22,t8-1,500.0,0,1,0.001,41.060138888888886,27.33877777777777,111.0
23,t12-5,500.0,0,1,0.001,41.364694444444446,27.061805555555555,38.0
24,t14-2,500.0,0,1,0.001,41.30858333333333,26.78977777777778,18.0
25,t1-1,500.0,0,1,0.001,41.27711111111111,27.582555555555555,101.0
26,ec7,500.0,0,1,0.001,41.216750000000005,27.526333333333334,76.0
27,t12-4,500.0,0,1,0.001,41.45438888888889,27.04538888888889,63.0
28,t3-1,500.0,0,1,0.001,41.34280555555556,27.456888888888887,57.0
29,t13-3,500.0,0,1,0.001,41.38247222222222,26.91186111111111,34.0
0,cc3,1000.0,0,0,0.001,41.23858333333333,27.869722222222222,130.0
1,m1,1000.0,0,0,0.001,41.090138888888895,27.46905555555556,118.0
2,m8,1000.0,0,0,0.001,41.36344444444445,27.32677777777777,43.0
3,t15,1000.0,0,0,0.001,41.275194444444445,26.681833333333334,12.0
4,ec1,1000.0,0,0,0.001,41.34663888888889,27.831527777777776,111.0
5,m3,1000.0,0,0,0.001,41.203138888888894,27.47697222222222,68.0
6,m7,1000.0,0,0,0.001,41.352,27.35163888888889,48.0
7,m9,1000.0,0,0,0.001,41.34791666666667,27.28786111111112,45.0
8,t2-3,1000.0,0,0,0.001,41.30561111111111,27.52175,69.0
9,t7-1,1000.0,0,0,0.001,41.41822222222222,27.219555555555555,53.0
10,t1-2,1000.0,0,0,0.001,41.26191666666666,27.548111111111112,83.0
11,t16,1000.0,0,0,0.001,41.250638888888886,26.644944444444445,12.0
12,t2-2,1000.0,0,0,0.001,41.29263888888889,27.503444444444444,55.0
13,cc8,1000.0,0,0,0.001,41.171388888888885,27.79488888888889,120.0
14,t11-1,1000.0,0,0,0.001,40.94847222222222,26.931,102.0
15,t7-2,1000.0,0,0,0.001,41.36988888888889,27.176,42.0
16,t18,1000.0,0,0,0.001,41.08586111111112,26.54727777777778,21.0
17,m13,1000.0,0,0,0.001,41.336083333333335,26.922472222222225,28.0
18,t12-3,1000.0,0,0,0.001,41.683166666666665,27.198083333333333,166.0
19,cc10,1000.0,0,0,0.001,41.142472222222224,27.599138888888888,89.0
20,cc6,1000.0,0,0,0.001,41.20744444444445,27.86411111111111,150.0
21,t10,1000.0,0,0,0.001,41.35047222222222,27.10927777777778,41.0
22,t8-1,1000.0,0,0,0.001,41.060138888888886,27.33877777777777,111.0
23,t12-5,1000.0,0,0,0.001,41.364694444444446,27.061805555555555,38.0
24,t14-2,1000.0,0,0,0.001,41.30858333333333,26.78977777777778,18.0
25,t1-1,1000.0,0,0,0.001,41.27711111111111,27.582555555555555,101.0
26,ec7,1000.0,0,0,0.001,41.216750000000005,27.526333333333334,76.0
27,t12-4,1000.0,0,0,0.001,41.45438888888889,27.04538888888889,63.0
28,t3-1,1000.0,0,0,0.001,41.34280555555556,27.456888888888887,57.0
29,t13-3,1000.0,0,0,0.001,41.38247222222222,26.91186111111111,34.0
0,cc3,1000.0,0,1,0.001,41.23858333333333,27.869722222222222,130.0
1,m1,1000.0,0,1,0.001,41.090138888888895,27.46905555555556,118.0
2,m8,1000.0,0,1,0.001,41.36344444444445,27.32677777777777,43.0
3,t15,1000.0,0,1,0.001,41.275194444444445,26.681833333333334,12.0
4,ec1,1000.0,0,1,0.001,41.34663888888889,27.831527777777776,111.0
5,m3,1000.0,0,1,0.001,41.203138888888894,27.47697222222222,68.0
6,m7,1000.0,0,1,0.001,41.352,27.35163888888889,48.0
7,m9,1000.0,0,1,0.001,41.34791666666667,27.28786111111112,45.0
8,t2-3,1000.0,0,1,0.001,41.30561111111111,27.52175,69.0
9,t7-1,1000.0,0,1,0.001,41.41822222222222,27.219555555555555,53.0
10,t1-2,1000.0,0,1,0.001,41.26191666666666,27.548111111111112,83.0
11,t16,1000.0,0,1,0.001,41.250638888888886,26.644944444444445,12.0
12,t2-2,1000.0,0,1,0.001,41.29263888888889,27.503444444444444,55.0
13,cc8,1000.0,0,1,0.001,41.171388888888885,27.79488888888889,120.0
14,t11-1,1000.0,0,1,0.001,40.94847222222222,26.931,102.0
15,t7-2,1000.0,0,1,0.001,41.36988888888889,27.176,42.0
16,t18,1000.0,0,1,0.001,41.08586111111112,26.54727777777778,21.0
17,m13,1000.0,0,1,0.001,41.336083333333335,26.922472222222225,28.0
18,t12-3,1000.0,0,1,0.001,41.683166666666665,27.198083333333333,166.0
19,cc10,1000.0,0,1,0.001,41.142472222222224,27.599138888888888,89.0
20,cc6,1000.0,0,1,0.001,41.20744444444445,27.86411111111111,150.0
21,t10,1000.0,0,1,0.001,41.35047222222222,27.10927777777778,41.0
22,t8-1,1000.0,0,1,0.001,41.060138888888886,27.33877777777777,111.0
23,t12-5,1000.0,0,1,0.001,41.364694444444446,27.061805555555555,38.0
24,t14-2,1000.0,0,1,0.001,41.30858333333333,26.78977777777778,18.0
25,t1-1,1000.0,0,1,0.001,41.27711111111111,27.582555555555555,101.0
26,ec7,1000.0,0,1,0.001,41.216750000000005,27.526333333333334,76.0
27,t12-4,1000.0,0,1,0.001,41.45438888888889,27.04538888888889,63.0
28,t3-1,1000.0,0,1,0.001,41.34280555555556,27.456888888888887,57.0
29,t13-3,1000.0,0,1,0.001,41.38247222222222,26.91186111111111,34.0
4,cc3,1500.0,0,0,0.001,41.23858333333333,27.869722222222222,130.0
5,m1,1500.0,0,0,0.001,41.090138888888895,27.46905555555556,118.0
0,m8,1500.0,0,0,0.001,41.36344444444445,27.32677777777777,43.0
6,t15,1500.0,0,0,0.001,41.275194444444445,26.681833333333334,12.0
7,ec1,1500.0,0,0,0.001,41.34663888888889,27.831527777777776,111.0
8,m3,1500.0,0,0,0.001,41.203138888888894,27.47697222222222,68.0
0,m7,1500.0,0,0,0.001,41.352,27.35163888888889,48.0
9,m9,1500.0,0,0,0.001,41.34791666666667,27.28786111111112,45.0
2,t2-3,1500.0,0,0,0.001,41.30561111111111,27.52175,69.0
10,t7-1,1500.0,0,0,0.001,41.41822222222222,27.219555555555555,53.0
11,t1-2,1500.0,0,0,0.001,41.26191666666666,27.548111111111112,83.0
12,t16,1500.0,0,0,0.001,41.250638888888886,26.644944444444445,12.0
2,t2-2,1500.0,0,0,0.001,41.29263888888889,27.503444444444444,55.0
13,cc8,1500.0,0,0,0.001,41.171388888888885,27.79488888888889,120.0
14,t11-1,1500.0,0,0,0.001,40.94847222222222,26.931,102.0
15,t7-2,1500.0,0,0,0.001,41.36988888888889,27.176,42.0
16,t18,1500.0,0,0,0.001,41.08586111111112,26.54727777777778,21.0
17,m13,1500.0,0,0,0.001,41.336083333333335,26.922472222222225,28.0
18,t12-3,1500.0,0,0,0.001,41.683166666666665,27.198083333333333,166.0
19,cc10,1500.0,0,0,0.001,41.142472222222224,27.599138888888888,89.0
20,cc6,1500.0,0,0,0.001,41.20744444444445,27.86411111111111,150.0
21,t10,1500.0,0,0,0.001,41.35047222222222,27.10927777777778,41.0
22,t8-1,1500.0,0,0,0.001,41.060138888888886,27.33877777777777,111.0
23,t12-5,1500.0,0,0,0.001,41.364694444444446,27.061805555555555,38.0
24,t14-2,1500.0,0,0,0.001,41.30858333333333,26.78977777777778,18.0
25,t1-1,1500.0,0,0,0.001,41.27711111111111,27.582555555555555,101.0
26,ec7,1500.0,0,0,0.001,41.216750000000005,27.526333333333334,76.0
27,t12-4,1500.0,0,0,0.001,41.45438888888889,27.04538888888889,63.0
28,t3-1,1500.0,0,0,0.001,41.34280555555556,27.456888888888887,57.0
29,t13-3,1500.0,0,0,0.001,41.38247222222222,26.91186111111111,34.0
0,m8,1500.0,1,0,0.001,41.36344444444445,27.32677777777777,43.0
0,m7,1500.0,1,0,0.001,41.352,27.35163888888889,48.0
2,t2-3,1500.0,1,0,0.001,41.30561111111111,27.52175,69.0
2,t2-2,1500.0,1,0,0.001,41.29263888888889,27.503444444444444,55.0
4,cc3,1500.0,0,1,0.001,41.23858333333333,27.869722222222222,130.0
5,m1,1500.0,0,1,0.001,41.090138888888895,27.46905555555556,118.0
0,m8,1500.0,0,1,0.001,41.36344444444445,27.32677777777777,43.0
6,t15,1500.0,0,1,0.001,41.275194444444445,26.681833333333334,12.0
7,ec1,1500.0,0,1,0.001,41.34663888888889,27.831527777777776,111.0
8,m3,1500.0,0,1,0.001,41.203138888888894,27.47697222222222,68.0
0,m7,1500.0,0,1,0.001,41.352,27.35163888888889,48.0
9,m9,1500.0,0,1,0.001,41.34791666666667,27.28786111111112,45.0
2,t2-3,1500.0,0,1,0.001,41.30561111111111,27.52175,69.0
10,t7-1,1500.0,0,1,0.001,41.41822222222222,27.219555555555555,53.0
11,t1-2,1500.0,0,1,0.001,41.26191666666666,27.548111111111112,83.0
12,t16,1500.0,0,1,0.001,41.250638888888886,26.644944444444445,12.0
2,t2-2,1500.0,0,1,0.001,41.29263888888889,27.503444444444444,55.0
13,cc8,1500.0,0,1,0.001,41.171388888888885,27.79488888888889,120.0
14,t11-1,1500.0,0,1,0.001,40.94847222222222,26.931,102.0
15,t7-2,1500.0,0,1,0.001,41.36988888888889,27.176,42.0
16,t18,1500.0,0,1,0.001,41.08586111111112,26.54727777777778,21.0
17,m13,1500.0,0,1,0.001,41.336083333333335,26.922472222222225,28.0
18,t12-3,1500.0,0,1,0.001,41.683166666666665,27.198083333333333,166.0
19,cc10,1500.0,0,1,0.001,41.142472222222224,27.599138888888888,89.0
20,cc6,1500.0,0,1,0.001,41.20744444444445,27.86411111111111,150.0
21,t10,1500.0,0,1,0.001,41.35047222222222,27.10927777777778,41.0
22,t8-1,1500.0,0,1,0.001,41.060138888888886,27.33877777777777,111.0
23,t12-5,1500.0,0,1,0.001,41.364694444444446,27.061805555555555,38.0
24,t14-2,1500.0,0,1,0.001,41.30858333333333,26.78977777777778,18.0
25,t1-1,1500.0,0,1,0.001,41.27711111111111,27.582555555555555,101.0
26,ec7,1500.0,0,1,0.001,41.216750000000005,27.526333333333334,76.0
27,t12-4,1500.0,0,1,0.001,41.45438888888889,27.04538888888889,63.0
28,t3-1,1500.0,0,1,0.001,41.34280555555556,27.456888888888887,57.0
29,t13-3,1500.0,0,1,0.001,41.38247222222222,26.91186111111111,34.0
0,m8,1500.0,1,1,0.001,41.36344444444445,27.32677777777777,43.0
0,m7,1500.0,1,1,0.001,41.352,27.35163888888889,48.0
2,t2-3,1500.0,1,1,0.001,41.30561111111111,27.52175,69.0
2,t2-2,1500.0,1,1,0.001,41.29263888888889,27.503444444444444,55.0
0,cc3,2000.0,0,0,0.001,41.23858333333333,27.869722222222222,130.0
10,m1,2000.0,0,0,0.001,41.090138888888895,27.46905555555556,118.0
2,m8,2000.0,0,0,0.001,41.36344444444445,27.32677777777777,43.0
11,t15,2000.0,0,0,0.001,41.275194444444445,26.681833333333334,12.0
12,ec1,2000.0,0,0,0.001,41.34663888888889,27.831527777777776,111.0
13,m3,2000.0,0,0,0.001,41.203138888888894,27.47697222222222,68.0
2,m7,2000.0,0,0,0.001,41.352,27.35163888888889,48.0
4,m9,2000.0,0,0,0.001,41.34791666666667,27.28786111111112,45.0
6,t2-3,2000.0,0,0,0.001,41.30561111111111,27.52175,69.0
14,t7-1,2000.0,0,0,0.001,41.41822222222222,27.219555555555555,53.0
8,t1-2,2000.0,0,0,0.001,41.26191666666666,27.548111111111112,83.0
15,t16,2000.0,0,0,0.001,41.250638888888886,26.644944444444445,12.0
6,t2-2,2000.0,0,0,0.001,41.29263888888889,27.503444444444444,55.0
16,cc8,2000.0,0,0,0.001,41.171388888888885,27.79488888888889,120.0
17,t11-1,2000.0,0,0,0.001,40.94847222222222,26.931,102.0
18,t7-2,2000.0,0,0,0.001,41.36988888888889,27.176,42.0
19,t18,2000.0,0,0,0.001,41.08586111111112,26.54727777777778,21.0
20,m13,2000.0,0,0,0.001,41.336083333333335,26.922472222222225,28.0
21,t12-3,2000.0,0,0,0.001,41.683166666666665,27.198083333333333,166.0
22,cc10,2000.0,0,0,0.001,41.142472222222224,27.599138888888888,89.0
0,cc6,2000.0,0,0,0.001,41.20744444444445,27.86411111111111,150.0
23,t10,2000.0,0,0,0.001,41.35047222222222,27.10927777777778,41.0
24,t8-1,2000.0,0,0,0.001,41.060138888888886,27.33877777777777,111.0
25,t12-5,2000.0,0,0,0.001,41.364694444444446,27.061805555555555,38.0
26,t14-2,2000.0,0,0,0.001,41.30858333333333,26.78977777777778,18.0
8,t1-1,2000.0,0,0,0.001,41.27711111111111,27.582555555555555,101.0
27,ec7,2000.0,0,0,0.001,41.216750000000005,27.526333333333334,76.0
28,t12-4,2000.0,0,0,0.001,41.45438888888889,27.04538888888889,63.0
29,t3-1,2000.0,0,0,0.001,41.34280555555556,27.456888888888887,57.0
30,t13-3,2000.0,0,0,0.001,41.38247222222222,26.91186111111111,34.0
0,cc3,2000.0,1,0,0.001,41.23858333333333,27.869722222222222,130.0
2,m8,2000.0,1,0,0.001,41.36344444444445,27.32677777777777,43.0
2,m7,2000.0,1,0,0.001,41.352,27.35163888888889,48.0
6,t2-3,2000.0,1,0,0.001,41.30561111111111,27.52175,69.0
8,t1-2,2000.0,1,0,0.001,41.26191666666666,27.548111111111112,83.0
6,t2-2,2000.0,1,0,0.001,41.29263888888889,27.503444444444444,55.0
0,cc6,2000.0,1,0,0.001,41.20744444444445,27.86411111111111,150.0
8,t1-1,2000.0,1,0,0.001,41.27711111111111,27.582555555555555,101.0
0,cc3,2000.0,0,1,0.001,41.23858333333333,27.869722222222222,130.0
10,m1,2000.0,0,1,0.001,41.090138888888895,27.46905555555556,118.0
2,m8,2000.0,0,1,0.001,41.36344444444445,27.32677777777777,43.0
11,t15,2000.0,0,1,0.001,41.275194444444445,26.681833333333334,12.0
12,ec1,2000.0,0,1,0.001,41.34663888888889,27.831527777777776,111.0
13,m3,2000.0,0,1,0.001,41.203138888888894,27.47697222222222,68.0
2,m7,2000.0,0,1,0.001,41.352,27.35163888888889,48.0
4,m9,2000.0,0,1,0.001,41.34791666666667,27.28786111111112,45.0
6,t2-3,2000.0,0,1,0.001,41.30561111111111,27.52175,69.0
14,t7-1,2000.0,0,1,0.001,41.41822222222222,27.219555555555555,53.0
8,t1-2,2000.0,0,1,0.001,41.26191666666666,27.548111111111112,83.0
15,t16,2000.0,0,1,0.001,41.250638888888886,26.644944444444445,12.0
6,t2-2,2000.0,0,1,0.001,41.29263888888889,27.503444444444444,55.0
16,cc8,2000.0,0,1,0.001,41.171388888888885,27.79488888888889,120.0
17,t11-1,2000.0,0,1,0.001,40.94847222222222,26.931,102.0
18,t7-2,2000.0,0,1,0.001,41.36988888888889,27.176,42.0
19,t18,2000.0,0,1,0.001,41.08586111111112,26.54727777777778,21.0
20,m13,2000.0,0,1,0.001,41.336083333333335,26.922472222222225,28.0
21,t12-3,2000.0,0,1,0.001,41.683166666666665,27.198083333333333,166.0
22,cc10,2000.0,0,1,0.001,41.142472222222224,27.599138888888888,89.0
0,cc6,2000.0,0,1,0.001,41.20744444444445,27.86411111111111,150.0
23,t10,2000.0,0,1,0.001,41.35047222222222,27.10927777777778,41.0
24,t8-1,2000.0,0,1,0.001,41.060138888888886,27.33877777777777,111.0
25,t12-5,2000.0,0,1,0.001,41.364694444444446,27.061805555555555,38.0
26,t14-2,2000.0,0,1,0.001,41.30858333333333,26.78977777777778,18.0
8,t1-1,2000.0,0,1,0.001,41.27711111111111,27.582555555555555,101.0
27,ec7,2000.0,0,1,0.001,41.216750000000005,27.526333333333334,76.0
28,t12-4,2000.0,0,1,0.001,41.45438888888889,27.04538888888889,63.0
29,t3-1,2000.0,0,1,0.001,41.34280555555556,27.456888888888887,57.0
30,t13-3,2000.0,0,1,0.001,41.38247222222222,26.91186111111111,34.0
0,cc3,2000.0,1,1,0.001,41.23858333333333,27.869722222222222,130.0
2,m8,2000.0,1,1,0.001,41.36344444444445,27.32677777777777,43.0
2,m7,2000.0,1,1,0.001,41.352,27.35163888888889,48.0
6,t2-3,2000.0,1,1,0.001,41.30561111111111,27.52175,69.0
8,t1-2,2000.0,1,1,0.001,41.26191666666666,27.548111111111112,83.0
6,t2-2,2000.0,1,1,0.001,41.29263888888889,27.503444444444444,55.0
0,cc6,2000.0,1,1,0.001,41.20744444444445,27.86411111111111,150.0
8,t1-1,2000.0,1,1,0.001,41.27711111111111,27.582555555555555,101.0
0,cc3,2500.0,0,0,0.001,41.23858333333333,27.869722222222222,130.0
16,m1,2500.0,0,0,0.001,41.090138888888895,27.46905555555556,118.0
2,m8,2500.0,0,0,0.001,41.36344444444445,27.32677777777777,43.0
6,t15,2500.0,0,0,0.001,41.275194444444445,26.681833333333334,12.0
17,ec1,2500.0,0,0,0.001,41.34663888888889,27.831527777777776,111.0
8,m3,2500.0,0,0,0.001,41.203138888888894,27.47697222222222,68.0
2,m7,2500.0,0,0,0.001,41.352,27.35163888888889,48.0
4,m9,2500.0,0,0,0.001,41.34791666666667,27.28786111111112,45.0
10,t2-3,2500.0,0,0,0.001,41.30561111111111,27.52175,69.0
18,t7-1,2500.0,0,0,0.001,41.41822222222222,27.219555555555555,53.0
12,t1-2,2500.0,0,0,0.001,41.26191666666666,27.548111111111112,83.0
6,t16,2500.0,0,0,0.001,41.250638888888886,26.644944444444445,12.0
10,t2-2,2500.0,0,0,0.001,41.29263888888889,27.503444444444444,55.0
19,cc8,2500.0,0,0,0.001,41.171388888888885,27.79488888888889,120.0
20,t11-1,2500.0,0,0,0.001,40.94847222222222,26.931,102.0
21,t7-2,2500.0,0,0,0.001,41.36988888888889,27.176,42.0
22,t18,2500.0,0,0,0.001,41.08586111111112,26.54727777777778,21.0
23,m13,2500.0,0,0,0.001,41.336083333333335,26.922472222222225,28.0
24,t12-3,2500.0,0,0,0.001,41.683166666666665,27.198083333333333,166.0
25,cc10,2500.0,0,0,0.001,41.142472222222224,27.599138888888888,89.0
0,cc6,2500.0,0,0,0.001,41.20744444444445,27.86411111111111,150.0
14,t10,2500.0,0,0,0.001,41.35047222222222,27.10927777777778,41.0
26,t8-1,2500.0,0,0,0.001,41.060138888888886,27.33877777777777,111.0
14,t12-5,2500.0,0,0,0.001,41.364694444444446,27.061805555555555,38.0
27,t14-2,2500.0,0,0,0.001,41.30858333333333,26.78977777777778,18.0
12,t1-1,2500.0,0,0,0.001,41.27711111111111,27.582555555555555,101.0
8,ec7,2500.0,0,0,0.001,41.216750000000005,27.526333333333334,76.0
28,t12-4,2500.0,0,0,0.001,41.45438888888889,27.04538888888889,63.0
29,t3-1,2500.0,0,0,0.001,41.34280555555556,27.456888888888887,57.0
30,t13-3,2500.0,0,0,0.001,41.38247222222222,26.91186111111111,34.0
0,cc3,2500.0,1,0,0.001,41.23858333333333,27.869722222222222,130.0
2,m8,2500.0,1,0,0.001,41.36344444444445,27.32677777777777,43.0
6,t15,2500.0,1,0,0.001,41.275194444444445,26.681833333333334,12.0
8,m3,2500.0,1,0,0.001,41.203138888888894,27.47697222222222,68.0
2,m7,2500.0,1,0,0.001,41.352,27.35163888888889,48.0
10,t2-3,2500.0,1,0,0.001,41.30561111111111,27.52175,69.0
12,t1-2,2500.0,1,0,0.001,41.26191666666666,27.548111111111112,83.0
6,t16,2500.0,1,0,0.001,41.250638888888886,26.644944444444445,12.0
10,t2-2,2500.0,1,0,0.001,41.29263888888889,27.503444444444444,55.0
0,cc6,2500.0,1,0,0.001,41.20744444444445,27.86411111111111,150.0
14,t10,2500.0,1,0,0.001,41.35047222222222,27.10927777777778,41.0
14,t12-5,2500.0,1,0,0.001,41.364694444444446,27.061805555555555,38.0
12,t1-1,2500.0,1,0,0.001,41.27711111111111,27.582555555555555,101.0
8,ec7,2500.0,1,0,0.001,41.216750000000005,27.526333333333334,76.0
0,cc3,2500.0,0,1,0.001,41.23858333333333,27.869722222222222,130.0
16,m1,2500.0,0,1,0.001,41.090138888888895,27.46905555555556,118.0
2,m8,2500.0,0,1,0.001,41.36344444444445,27.32677777777777,43.0
6,t15,2500.0,0,1,0.001,41.275194444444445,26.681833333333334,12.0
17,ec1,2500.0,0,1,0.001,41.34663888888889,27.831527777777776,111.0
8,m3,2500.0,0,1,0.001,41.203138888888894,27.47697222222222,68.0
2,m7,2500.0,0,1,0.001,41.352,27.35163888888889,48.0
4,m9,2500.0,0,1,0.001,41.34791666666667,27.28786111111112,45.0
10,t2-3,2500.0,0,1,0.001,41.30561111111111,27.52175,69.0
18,t7-1,2500.0,0,1,0.001,41.41822222222222,27.219555555555555,53.0
12,t1-2,2500.0,0,1,0.001,41.26191666666666,27.548111111111112,83.0
6,t16,2500.0,0,1,0.001,41.250638888888886,26.644944444444445,12.0
10,t2-2,2500.0,0,1,0.001,41.29263888888889,27.503444444444444,55.0
19,cc8,2500.0,0,1,0.001,41.171388888888885,27.79488888888889,120.0
20,t11-1,2500.0,0,1,0.001,40.94847222222222,26.931,102.0
21,t7-2,2500.0,0,1,0.001,41.36988888888889,27.176,42.0
22,t18,2500.0,0,1,0.001,41.08586111111112,26.54727777777778,21.0
23,m13,2500.0,0,1,0.001,41.336083333333335,26.922472222222225,28.0
24,t12-3,2500.0,0,1,0.001,41.683166666666665,27.198083333333333,166.0
25,cc10,2500.0,0,1,0.001,41.142472222222224,27.599138888888888,89.0
0,cc6,2500.0,0,1,0.001,41.20744444444445,27.86411111111111,150.0
14,t10,2500.0,0,1,0.001,41.35047222222222,27.10927777777778,41.0
26,t8-1,2500.0,0,1,0.001,41.060138888888886,27.33877777777777,111.0
14,t12-5,2500.0,0,1,0.001,41.364694444444446,27.061805555555555,38.0
27,t14-2,2500.0,0,1,0.001,41.30858333333333,26.78977777777778,18.0
12,t1-1,2500.0,0,1,0.001,41.27711111111111,27.582555555555555,101.0
8,ec7,2500.0,0,1,0.001,41.216750000000005,27.526333333333334,76.0
28,t12-4,2500.0,0,1,0.001,41.45438888888889,27.04538888888889,63.0
29,t3-1,2500.0,0,1,0.001,41.34280555555556,27.456888888888887,57.0
30,t13-3,2500.0,0,1,0.001,41.38247222222222,26.91186111111111,34.0
0,cc3,2500.0,1,1,0.001,41.23858333333333,27.869722222222222,130.0
2,m8,2500.0,1,1,0.001,41.36344444444445,27.32677777777777,43.0
6,t15,2500.0,1,1,0.001,41.275194444444445,26.681833333333334,12.0
8,m3,2500.0,1,1,0.001,41.203138888888894,27.47697222222222,68.0
2,m7,2500.0,1,1,0.001,41.352,27.35163888888889,48.0
10,t2-3,2500.0,1,1,0.001,41.30561111111111,27.52175,69.0
12,t1-2,2500.0,1,1,0.001,41.26191666666666,27.548111111111112,83.0
6,t16,2500.0,1,1,0.001,41.250638888888886,26.644944444444445,12.0
10,t2-2,2500.0,1,1,0.001,41.29263888888889,27.503444444444444,55.0
0,cc6,2500.0,1,1,0.001,41.20744444444445,27.86411111111111,150.0
14,t10,2500.0,1,1,0.001,41.35047222222222,27.10927777777778,41.0
14,t12-5,2500.0,1,1,0.001,41.364694444444446,27.061805555555555,38.0
12,t1-1,2500.0,1,1,0.001,41.27711111111111,27.582555555555555,101.0
8,ec7,2500.0,1,1,0.001,41.216750000000005,27.526333333333334,76.0
0,cc3,3000.0,0,0,0.001,41.23858333333333,27.869722222222222,130.0
30,m1,3000.0,0,0,0.001,41.090138888888895,27.46905555555556,118.0
4,m8,3000.0,0,0,0.001,41.36344444444445,27.32677777777777,43.0
6,t15,3000.0,0,0,0.001,41.275194444444445,26.681833333333334,12.0
31,ec1,3000.0,0,0,0.001,41.34663888888889,27.831527777777776,111.0
8,m3,3000.0,0,0,0.001,41.203138888888894,27.47697222222222,68.0
4,m7,3000.0,0,0,0.001,41.352,27.35163888888889,48.0
4,m9,3000.0,0,0,0.001,41.34791666666667,27.28786111111112,45.0
12,t2-3,3000.0,0,0,0.001,41.30561111111111,27.52175,69.0
