sensor_key,distance_threshold,outlier_threshold,remove_intersections,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J)
t11-3,10000.0,1.0,0.0,86400.0,652.0,331.0,367.0,321.0,22769.1,6288.0,48116.0,9.9,18.15,45256.2,2673.0,3.52,155.252
cc11,5000.0,3.0,0.0,86400.0,655.0,179.0,228.0,476.0,18930.8,3400.0,48105.9,11.55,9.075,45261.2,2673.0,1.76,149.343
ec8,5000.0,3.0,0.0,86400.0,658.0,230.0,274.0,428.0,19805.5,4369.0,48113.7,13.2405,27.225,45239.1,2673.0,7.04,154.078
t2-4,5000.0,3.0,0.0,86400.0,653.0,304.0,338.0,349.0,27516.6,5775.0,48105.7,11.55,9.075,45261.2,2673.0,1.76,149.123
t3-1,5000.0,3.0,0.0,86400.0,659.0,274.0,310.0,385.0,28553.7,5205.0,48096.5,32.2588,36.3,45192.8,2673.0,8.8,153.364
t5-2,5000.0,3.0,0.0,86400.0,656.0,457.0,472.0,199.0,30682.6,8682.0,48090.4,35.5616,27.225,45194.4,2673.0,7.04,153.167
t7-2,5000.0,3.0,0.0,86400.0,659.0,232.0,277.0,427.0,19579.3,4407.0,48109.1,12.7794,18.15,45248.2,2673.0,5.28,151.612
t8-2,5000.0,3.0,0.0,86400.0,653.0,152.0,212.0,501.0,8981.21,2887.0,48105.8,9.9,18.15,45256.2,2673.0,3.52,144.996
t9,5000.0,3.0,0.0,86400.0,656.0,231.0,276.0,425.0,21107.4,4388.0,48110.1,11.275,18.15,45253.5,2673.0,3.52,150.747
t10,5000.0,3.0,0.0,86400.0,658.0,314.0,351.0,344.0,21636.8,5965.0,48100.8,30.3364,36.3,45196.6,2673.0,8.8,155.736
t11-5,5000.0,3.0,0.0,86400.0,656.0,301.0,338.0,355.0,23814.6,5718.0,48109.2,14.025,18.15,45248.0,2673.0,3.52,152.563
t12-5,5000.0,3.0,0.0,86400.0,652.0,169.0,223.0,483.0,11070.4,3210.0,48096.8,15.4,18.15,45245.2,2673.0,3.52,141.531
t13-2,5000.0,3.0,0.0,86400.0,658.0,227.0,273.0,431.0,17872.3,4312.0,48100.3,19.7068,18.15,45234.4,2673.0,5.28,149.824
t13-3,5000.0,3.0,0.0,86400.0,658.0,310.0,342.0,348.0,25727.0,5889.0,48116.2,10.8534,27.225,45243.8,2673.0,7.04,154.257
t13-4,5000.0,3.0,0.0,86400.0,658.0,243.0,288.0,415.0,19346.2,4616.0,48090.7,32.3633,36.3,45192.6,2673.0,8.8,147.663
t15,5000.0,3.0,0.0,86400.0,659.0,123.0,183.0,536.0,10690.2,2336.0,48096.0,12.8767,18.15,45248.0,2673.0,5.28,138.606
t16,5000.0,3.0,0.0,86400.0,657.0,488.0,502.0,169.0,32971.0,9271.0,48118.7,9.9,18.15,45256.2,2673.0,3.52,157.955
t17,5000.0,3.0,0.0,86400.0,657.0,241.0,288.0,416.0,17788.3,4578.0,48112.1,11.275,18.15,45253.5,2673.0,3.52,152.684
m2,5000.0,3.0,0.0,86400.0,658.0,338.0,373.0,320.0,21840.1,6421.0,48102.4,16.6211,27.225,45232.3,2673.0,7.04,146.172
m3,5000.0,3.0,0.0,86400.0,657.0,289.0,324.0,368.0,23626.5,5490.0,48102.1,23.4314,36.3,45210.4,2673.0,8.8,150.142
m4,5000.0,3.0,0.0,86400.0,659.0,262.0,302.0,397.0,23636.7,4977.0,48102.6,20.8404,27.225,45223.9,2673.0,7.04,150.647
m5,5000.0,3.0,0.0,86400.0,657.0,411.0,430.0,246.0,34120.0,7808.0,48112.0,12.65,18.15,45250.7,2673.0,3.52,154.025
m8,5000.0,3.0,0.0,86400.0,659.0,276.0,317.0,383.0,21622.8,5243.0,48112.7,11.0,18.15,45251.8,2673.0,5.28,153.504
m9,5000.0,3.0,0.0,86400.0,658.0,277.0,316.0,381.0,22605.3,5262.0,48101.2,21.1972,36.3,45214.9,2673.0,8.8,147.001
m11,5000.0,3.0,0.0,86400.0,651.0,148.0,209.0,503.0,5512.43,2811.0,48094.6,16.775,18.15,45242.5,2673.0,3.52,140.72
m13,5000.0,3.0,0.0,86400.0,656.0,228.0,275.0,428.0,16687.7,4331.0,48110.8,12.65,18.15,45250.7,2673.0,3.52,152.756
m16,5000.0,3.0,0.0,86400.0,656.0,355.0,387.0,301.0,23926.1,6744.0,48115.9,12.65,18.15,45250.7,2673.0,3.52,157.833
m7,5000.0,3.0,0.0,86400.0,657.0,314.0,353.0,343.0,17043.4,5965.0,48114.0,12.2222,27.225,45241.1,2673.0,7.04,153.395
cc8,5000.0,3.0,0.0,86400.0,659.0,301.0,339.0,358.0,24143.4,5718.0,48115.8,10.2866,18.15,45253.2,2673.0,5.28,155.819
cc7,5000.0,3.0,0.0,86400.0,660.0,173.0,228.0,487.0,15030.6,3286.0,48101.4,18.461,27.225,45228.6,2673.0,7.04,147.09
cc6,5000.0,3.0,0.0,86400.0,658.0,164.0,218.0,494.0,17418.6,3115.0,48108.7,11.275,18.15,45253.5,2673.0,3.52,149.265
cc3,5000.0,3.0,0.0,86400.0,652.0,238.0,283.0,414.0,19415.6,4521.0,48104.0,12.65,18.15,45250.7,2673.0,3.52,145.949
cc4,5000.0,3.0,0.0,86400.0,659.0,381.0,407.0,278.0,29851.6,7238.0,48107.5,19.3084,27.225,45226.9,2673.0,7.04,153.976
ec7,5000.0,3.0,0.0,86400.0,658.0,263.0,305.0,395.0,18978.9,4996.0,48101.1,19.5087,27.225,45226.5,2673.0,7.04,147.84
t2-2,5000.0,3.0,0.0,86400.0,658.0,204.0,253.0,454.0,16458.7,3875.0,48095.8,27.9005,36.3,45201.5,2673.0,8.8,148.291
t3-2,5000.0,3.0,0.0,86400.0,652.0,151.0,209.0,501.0,9871.59,2868.0,48100.6,15.4,18.15,45245.2,2673.0,3.52,145.3
t2-3,5000.0,3.0,0.0,86400.0,657.0,310.0,346.0,347.0,20004.9,5889.0,48092.5,32.2919,36.3,45192.7,2673.0,8.8,149.383
cc5,5000.0,3.0,0.0,86400.0,658.0,269.0,311.0,389.0,20044.7,5110.0,48106.5,15.4,18.15,45245.2,2673.0,3.52,151.249
cc11,2500.0,2.0,0.0,86400.0,658.0,218.0,264.0,440.0,19330.8,4141.0,48094.4,25.0468,27.225,45215.5,2673.0,7.04,146.594
ec8,2500.0,2.0,0.0,86400.0,658.0,354.0,383.0,304.0,27368.1,6725.0,48093.7,32.5387,36.3,45192.2,2673.0,8.8,150.868
t2-4,2500.0,2.0,0.0,86400.0,657.0,307.0,341.0,350.0,23939.8,5832.0,48102.5,11.55,9.075,45261.2,2673.0,1.76,145.973
t4,2500.0,2.0,0.0,86400.0,658.0,344.0,376.0,314.0,24527.0,6535.0,48104.4,19.0279,18.15,45235.7,2673.0,5.28,153.163
t5-2,2500.0,2.0,0.0,86400.0,659.0,402.0,421.0,257.0,36455.5,7637.0,48092.4,35.3447,27.225,45194.9,2673.0,7.04,154.943
t6,2500.0,2.0,0.0,86400.0,659.0,311.0,348.0,348.0,23833.5,5908.0,48112.8,8.69969,27.225,45248.2,2673.0,7.04,148.643
t7-2,2500.0,2.0,0.0,86400.0,658.0,263.0,305.0,395.0,20182.3,4996.0,48085.9,35.2034,27.225,45195.1,2673.0,7.04,148.319
t8-2,2500.0,2.0,0.0,86400.0,657.0,492.0,505.0,165.0,33776.2,9347.0,48104.5,26.8353,36.3,45203.6,2673.0,8.8,155.952
t9,2500.0,2.0,0.0,86400.0,654.0,445.0,467.0,209.0,27021.9,8454.0,48117.7,11.275,18.15,45253.5,2673.0,3.52,158.323
t10,2500.0,2.0,0.0,86400.0,658.0,350.0,380.0,308.0,27237.6,6649.0,48101.6,15.2858,18.15,45243.2,2673.0,5.28,146.666
t11-5,2500.0,2.0,0.0,86400.0,660.0,211.0,262.0,449.0,17763.5,4008.0,48103.2,18.3879,27.225,45228.8,2673.0,7.04,148.809
t12-5,2500.0,2.0,0.0,86400.0,653.0,251.0,298.0,402.0,11894.4,4768.0,48107.7,11.275,18.15,45253.5,2673.0,3.52,148.336
m2,2500.0,2.0,0.0,86400.0,658.0,359.0,392.0,299.0,23656.0,6820.0,48109.2,11.275,18.15,45253.5,2673.0,3.52,149.796
m3,2500.0,2.0,0.0,86400.0,658.0,324.0,361.0,334.0,20836.4,6155.0,48101.1,25.3,27.225,45215.0,2673.0,7.04,153.631
m5,2500.0,2.0,0.0,86400.0,656.0,327.0,363.0,329.0,21577.6,6212.0,48109.9,9.9,18.15,45256.2,2673.0,3.52,149.119
m6,2500.0,2.0,0.0,86400.0,658.0,250.0,293.0,408.0,19778.9,4749.0,48100.2,21.8148,27.225,45221.9,2673.0,7.04,149.195
m9,2500.0,2.0,0.0,86400.0,658.0,530.0,541.0,128.0,35453.5,10069.0,48107.2,19.7224,27.225,45226.1,2673.0,7.04,154.149
m11,2500.0,2.0,0.0,86400.0,653.0,494.0,509.0,159.0,22557.4,9385.0,48105.0,27.9624,36.3,45201.4,2673.0,8.8,157.548
m7,2500.0,2.0,0.0,86400.0,657.0,355.0,386.0,302.0,23479.8,6744.0,48096.1,32.3333,36.3,45192.6,2673.0,8.8,153.077
cc8,2500.0,2.0,0.0,86400.0,658.0,237.0,279.0,421.0,20989.7,4502.0,48088.9,28.5552,27.225,45208.4,2673.0,7.04,144.654
cc7,2500.0,2.0,0.0,86400.0,654.0,473.0,490.0,181.0,28207.2,8986.0,48119.2,9.9,18.15,45256.2,2673.0,3.52,158.422
cc6,2500.0,2.0,0.0,86400.0,657.0,284.0,321.0,373.0,21157.4,5395.0,48089.1,24.2,18.15,45225.4,2673.0,5.28,143.11
cc3,2500.0,2.0,0.0,86400.0,653.0,292.0,332.0,361.0,18597.3,5547.0,48107.9,9.9,18.15,45256.2,2673.0,3.52,147.091
cc4,2500.0,2.0,0.0,86400.0,657.0,434.0,459.0,223.0,24350.3,8245.0,48104.5,25.606,36.3,45206.1,2673.0,8.8,154.685
ec5,2500.0,2.0,0.0,86400.0,657.0,340.0,370.0,317.0,25901.3,6459.0,48087.0,35.3067,27.225,45194.9,2673.0,7.04,149.456
ec6,2500.0,2.0,0.0,86400.0,657.0,359.0,394.0,298.0,23291.9,6820.0,48114.0,9.9,18.15,45256.2,2673.0,3.52,153.183
ec4,2500.0,2.0,0.0,86400.0,657.0,479.0,494.0,178.0,31722.6,9100.0,48102.6,26.2351,36.3,45204.8,2673.0,8.8,153.403
t3-2,2500.0,2.0,0.0,86400.0,657.0,401.0,428.0,256.0,24010.3,7618.0,48101.0,23.925,27.225,45217.7,2673.0,7.04,152.155
cc5,2500.0,2.0,0.0,86400.0,659.0,280.0,319.0,379.0,22596.8,5319.0,48105.9,12.375,18.15,45249.1,2673.0,5.28,148.08
cc11,5500.0,1.0,0.0,86400.0,654.0,259.0,298.0,395.0,25312.7,4920.0,48105.5,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,148.979
ec8,5500.0,1.0,0.0,86400.0,656.0,278.0,310.0,378.0,31679.2,5281.0,48110.6,9.9,18.15,45256.19999999999,2673.0,3.52,149.843
t1-2,5500.0,1.0,0.0,86400.0,660.0,316.0,347.0,344.0,31227.099999999995,6003.0,48110.1,15.4431,18.15,45242.9,2673.0,5.28,155.304
t2-4,5500.0,1.0,0.0,86400.0,657.0,335.0,365.0,322.0,27482.599999999995,6364.0,48115.0,9.9,18.15,45256.19999999999,2673.0,3.52,154.226
t4,5500.0,1.0,0.0,86400.0,660.0,223.0,264.0,437.0,26503.5,4236.0,48106.1,13.0251,18.15,45247.69999999999,2673.0,5.28,148.888
t5-2,5500.0,1.0,0.0,86400.0,656.0,378.0,395.0,278.0,37504.2,7181.0,48119.30000000001,9.9,18.15,45256.19999999999,2673.0,3.52,158.505
t6,5500.0,1.0,0.0,86400.0,659.0,215.0,258.0,444.0,25229.7,4084.0,48098.5,31.6724,36.3,45194.0,2673.0,8.8,154.813
t7-2,5500.0,1.0,0.0,86400.0,653.0,89.0,145.0,564.0,18856.7,1690.0,48103.1,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,146.551
t8-2,5500.0,1.0,0.0,86400.0,656.0,232.0,273.0,424.0,24042.8,4407.0,48111.1,9.9,18.15,45256.19999999999,2673.0,3.52,150.309
t9,5500.0,1.0,0.0,86400.0,658.0,314.0,347.0,344.0,26025.8,5965.0,48095.5,32.1813,36.3,45192.9,2673.0,8.8,152.283
t10,5500.0,1.0,0.0,86400.0,657.0,290.0,325.0,367.0,25293.099999999995,5509.0,48115.1,12.65,18.15,45250.69999999999,2673.0,3.52,157.055
t11-5,5500.0,1.0,0.0,86400.0,651.0,343.0,371.0,308.0,28844.0,6516.0,48114.80000000001,14.025,18.15,45248.0,2673.0,3.52,158.194
t12-2,5500.0,1.0,0.0,86400.0,657.0,274.0,303.0,383.0,32478.599999999995,5205.0,48106.9,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,150.396
t12-5,5500.0,1.0,0.0,86400.0,656.0,247.0,288.0,409.0,19492.6,4692.0,48098.0,15.4,18.15,45245.19999999999,2673.0,3.52,142.714
t13-2,5500.0,1.0,0.0,86400.0,658.0,279.0,310.0,379.0,31558.0,5300.0,48107.30000000001,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,150.747
t13-3,5500.0,1.0,0.0,86400.0,659.0,425.0,441.0,234.0,36644.0,8074.0,48124.6,8.5895,27.225000000000005,45248.4,2673.0,7.04,160.415
t13-4,5500.0,1.0,0.0,86400.0,654.0,348.0,378.0,306.0,26068.400000000005,6611.0,48111.69999999999,11.275,18.15,45253.5,2673.0,3.52,152.281
t15,5500.0,1.0,0.0,86400.0,659.0,325.0,349.0,334.0,35830.8,6174.0,48104.19999999999,26.4016,27.225000000000005,45212.69999999999,2673.0,7.04,157.833
t16,5500.0,1.0,0.0,86400.0,658.0,471.0,483.0,187.0,38195.4,8948.0,48108.5,25.674400000000002,36.3,45206.0,2673.0,8.8,158.818
t17,5500.0,1.0,0.0,86400.0,655.0,389.0,413.0,266.0,26499.599999999995,7390.0,48110.19999999999,11.275,18.15,45253.5,2673.0,3.52,150.814
t18,5500.0,1.0,0.0,86400.0,656.0,310.0,340.0,346.0,27655.099999999995,5889.0,48113.19999999999,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,156.691
m2,5500.0,1.0,0.0,86400.0,657.0,228.0,273.0,429.0,21301.5,4331.0,48103.5,11.275,18.15,45253.5,2673.0,3.52,144.115
m3,5500.0,1.0,0.0,86400.0,655.0,285.0,324.0,370.0,22355.2,5414.0,48110.80000000001,12.65,18.15,45250.69999999999,2673.0,3.52,152.774
m4,5500.0,1.0,0.0,86400.0,659.0,206.0,248.0,453.0,26638.8,3913.0,48092.30000000001,32.0917,36.3,45193.1,2673.0,8.8,149.004
m5,5500.0,1.0,0.0,86400.0,660.0,344.0,373.0,316.0,30512.099999999995,6535.0,48120.5,13.2736,27.225000000000005,45239.0,2673.0,7.04,160.995
m6,5500.0,1.0,0.0,86400.0,659.0,377.0,400.0,282.0,33706.9,7162.0,48101.9,29.698799999999995,36.3,45197.9,2673.0,8.8,156.173
m8,5500.0,1.0,0.0,86400.0,658.0,354.0,378.0,304.0,32769.7,6725.0,48097.80000000001,32.2276,36.3,45192.80000000001,2673.0,8.8,154.651
m9,5500.0,1.0,0.0,86400.0,657.0,269.0,304.0,388.0,26932.5,5110.0,48104.6,15.4,18.15,45245.19999999999,2673.0,3.52,149.338
m11,5500.0,1.0,0.0,86400.0,656.0,349.0,379.0,307.0,25305.0,6630.0,48105.69999999999,16.775,18.15,45242.5,2673.0,3.52,151.813
m13,5500.0,1.0,0.0,86400.0,658.0,285.0,315.0,373.0,31021.900000000005,5414.0,48094.69999999999,32.2509,36.3,45192.80000000001,2673.0,8.8,151.545
m16,5500.0,1.0,0.0,86400.0,654.0,488.0,498.0,166.0,37805.1,9271.0,48117.80000000001,12.65,18.15,45250.69999999999,2673.0,3.52,159.809
m7,5500.0,1.0,0.0,86400.0,658.0,380.0,405.0,278.0,29234.099999999995,7219.0,48101.19999999999,25.8954,27.225000000000005,45213.80000000001,2673.0,7.04,154.24
cc8,5500.0,1.0,0.0,86400.0,656.0,0.0,82.0,656.0,0.0,0.0,48089.80000000001,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,133.275
cc7,5500.0,1.0,0.0,86400.0,656.0,0.0,82.0,656.0,0.0,0.0,48089.80000000001,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,133.275
cc6,5500.0,1.0,0.0,86400.0,658.0,380.0,403.0,278.0,31484.3,7219.0,48122.0,9.9,18.15,45256.19999999999,2673.0,3.52,161.197
cc2,5500.0,1.0,0.0,86400.0,656.0,147.0,194.0,509.0,22213.8,2792.0,48101.69999999999,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,145.162
cc3,5500.0,1.0,0.0,86400.0,659.0,296.0,325.0,363.0,33104.0,5623.0,48103.80000000001,18.5738,27.225000000000005,45228.4,2673.0,7.04,149.596
cc4,5500.0,1.0,0.0,86400.0,657.0,435.0,454.0,222.0,30540.2,8264.0,48104.5,32.362,36.3,45192.6,2673.0,8.8,161.435
ec5,5500.0,1.0,0.0,86400.0,659.0,288.0,317.0,371.0,32424.7,5471.0,48115.80000000001,11.821400000000002,18.15,45250.19999999999,2673.0,5.28,157.404
ec6,5500.0,1.0,0.0,86400.0,657.0,378.0,400.0,279.0,31225.2,7181.0,48103.4,30.3421,36.3,45196.6,2673.0,8.8,158.299
ec7,5500.0,1.0,0.0,86400.0,653.0,343.0,368.0,310.0,31503.3,6516.0,48113.9,14.025,18.15,45248.0,2673.0,3.52,157.231
t2-2,5500.0,1.0,0.0,86400.0,654.0,507.0,516.0,147.0,34614.4,9632.0,48115.19999999999,14.025,18.15,45248.0,2673.0,3.52,158.599
t11-2,5500.0,1.0,0.0,86400.0,654.0,377.0,398.0,277.0,33708.8,7162.0,48108.6,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,152.104
cc9,5500.0,1.0,0.0,86400.0,659.0,263.0,303.0,396.0,24257.2,4996.0,48098.69999999999,23.1602,36.3,45211.0,2673.0,8.8,146.428
cc1,5500.0,1.0,0.0,86400.0,654.0,399.0,420.0,255.0,31839.8,7580.0,48118.5,9.9,18.15,45256.19999999999,2673.0,3.52,157.778
t3-2,5500.0,1.0,0.0,86400.0,659.0,318.0,348.0,341.0,29350.400000000005,6041.0,48104.0,18.4418,27.225000000000005,45228.69999999999,2673.0,7.04,149.609
t2-3,5500.0,1.0,0.0,86400.0,658.0,387.0,412.0,271.0,29292.0,7352.0,48098.19999999999,32.3373,36.3,45192.6,2673.0,8.8,155.163
cc5,5500.0,1.0,0.0,86400.0,655.0,331.0,363.0,324.0,25456.3,6288.0,48108.6,12.65,18.15,45250.69999999999,2673.0,3.52,150.554
ec3,5500.0,1.0,0.0,86400.0,659.0,240.0,279.0,419.0,26057.8,4559.0,48102.6,24.3271,36.3,45208.6,2673.0,8.8,151.481
m17,5500.0,1.0,0.0,86400.0,657.0,394.0,419.0,263.0,26740.599999999995,7485.0,48110.5,17.213,27.225000000000005,45231.1,2673.0,7.04,154.894
t11-3,5500.0,1.0,0.0,86400.0,658.0,355.0,384.0,303.0,28013.099999999995,6744.0,48100.9,26.6662,36.3,45204.0,2673.0,8.8,152.161
t11-1,5500.0,1.0,0.0,86400.0,658.0,361.0,383.0,297.0,34266.4,6858.0,48100.1,28.7099,36.3,45199.9,2673.0,8.8,153.431
t12-1,9000.0,1.0,1.0,86400.0,656.0,135.0,188.0,521.0,17749.5,2564.0,48107.9,11.55,9.075,45261.2,2673.0,1.76,151.362
m18,9000.0,1.0,1.0,86400.0,658.0,132.0,189.0,526.0,13705.0,2507.0,48079.9,35.589,27.225,45194.4,2673.0,7.04,142.662
cc11,9000.0,1.0,1.0,86400.0,658.0,117.0,175.0,541.0,17080.1,2222.0,48100.5,11.55,9.075,45261.2,2673.0,1.76,143.985
ec8,9000.0,1.0,1.0,86400.0,660.0,170.0,225.0,490.0,16826.7,3229.0,48092.2,24.6801,36.3,45207.9,2673.0,8.8,141.491
t1-2,9000.0,1.0,1.0,86400.0,659.0,224.0,268.0,435.0,21391.9,4255.0,48106.7,28.0452,36.3,45201.2,2673.0,8.8,159.357
t12-2,9000.0,1.0,1.0,86400.0,657.0,445.0,462.0,212.0,34143.2,8454.0,48112.9,11.55,9.075,45261.2,2673.0,1.76,156.377
t13-2,9000.0,1.0,1.0,86400.0,658.0,258.0,300.0,400.0,20573.5,4901.0,48085.7,32.5358,27.225,45200.5,2673.0,7.04,145.448
t13-3,9000.0,1.0,1.0,86400.0,657.0,504.0,516.0,153.0,33961.7,9575.0,48101.9,32.4473,36.3,45192.4,2673.0,8.8,158.971
t15,9000.0,1.0,1.0,86400.0,658.0,307.0,341.0,351.0,27361.9,5832.0,48108.3,11.55,9.075,45261.2,2673.0,1.76,151.806
t16,9000.0,1.0,1.0,86400.0,658.0,439.0,460.0,219.0,30011.1,8340.0,48099.2,31.1629,36.3,45195.0,2673.0,8.8,154.978
t18,9000.0,1.0,1.0,86400.0,659.0,262.0,305.0,397.0,21471.7,4977.0,48100.0,22.55,27.225,45220.5,2673.0,7.04,149.766
m2,9000.0,1.0,1.0,86400.0,658.0,178.0,231.0,480.0,13871.2,3381.0,48092.1,32.45,36.3,45192.4,2673.0,8.8,149.139
m3,9000.0,1.0,1.0,86400.0,657.0,160.0,219.0,497.0,10725.6,3039.0,48112.7,14.025,18.15,45248.0,2673.0,3.52,156.008
m5,9000.0,1.0,1.0,86400.0,658.0,222.0,265.0,436.0,21781.6,4217.0,48101.4,22.5086,27.225,45220.5,2673.0,7.04,151.135
m13,9000.0,1.0,1.0,86400.0,659.0,360.0,389.0,299.0,29126.4,6839.0,48098.1,27.131,36.3,45203.0,2673.0,8.8,149.828
m15,9000.0,1.0,1.0,86400.0,657.0,263.0,301.0,394.0,22360.3,4996.0,48111.9,11.275,18.15,45253.5,2673.0,3.52,152.548
m16,9000.0,1.0,1.0,86400.0,656.0,343.0,376.0,313.0,21430.7,6516.0,48113.4,12.65,18.15,45250.7,2673.0,3.52,155.339
t13-1,9000.0,1.0,1.0,86400.0,659.0,236.0,284.0,423.0,17522.1,4483.0,48093.1,26.68,36.3,45203.9,2673.0,8.8,144.353
ec1,9000.0,1.0,1.0,86400.0,658.0,329.0,359.0,329.0,27597.4,6250.0,48091.6,24.2,18.15,45225.4,2673.0,5.28,145.557
t14-1,9000.0,1.0,1.0,86400.0,657.0,302.0,336.0,355.0,24562.9,5737.0,48086.3,35.6248,27.225,45194.3,2673.0,7.04,149.104
t12-3,9000.0,1.0,1.0,86400.0,658.0,273.0,316.0,385.0,18050.6,5186.0,48091.7,32.5804,36.3,45192.1,2673.0,8.8,148.877
cc8,9000.0,1.0,1.0,86400.0,660.0,105.0,167.0,555.0,13900.8,1994.0,48085.9,31.1595,27.225,45203.2,2673.0,7.04,144.223
cc7,9000.0,1.0,1.0,86400.0,658.0,271.0,314.0,387.0,17872.0,5148.0,48096.0,24.2903,36.3,45208.7,2673.0,8.8,144.931
cc6,9000.0,1.0,1.0,86400.0,657.0,256.0,300.0,401.0,18063.3,4863.0,48104.0,11.275,18.15,45253.5,2673.0,3.52,144.576
cc2,9000.0,1.0,1.0,86400.0,658.0,302.0,343.0,356.0,18647.8,5737.0,48101.0,23.248,36.3,45210.8,2673.0,8.8,148.877
cc3,9000.0,1.0,1.0,86400.0,654.0,305.0,342.0,349.0,20203.9,5794.0,48117.0,12.65,18.15,45250.7,2673.0,3.52,158.986
cc4,9000.0,1.0,1.0,86400.0,658.0,325.0,357.0,333.0,28051.2,6174.0,48111.4,14.025,18.15,45248.0,2673.0,3.52,154.72
ec5,9000.0,1.0,1.0,86400.0,657.0,66.0,128.0,591.0,15722.6,1253.0,48084.9,15.4,18.15,45245.2,2673.0,3.52,129.583
ec6,9000.0,1.0,1.0,86400.0,656.0,0.0,82.0,656.0,0.0,0.0,48079.1,16.775,18.15,45242.5,2673.0,3.52,125.194
ec7,9000.0,1.0,1.0,86400.0,654.0,470.0,480.0,184.0,36294.8,8929.0,48110.5,18.15,18.15,45239.7,2673.0,3.52,157.944
t1-1,9000.0,1.0,1.0,86400.0,659.0,387.0,414.0,272.0,26338.1,7352.0,48095.8,29.022,27.225,45207.5,2673.0,7.04,152.034
t11-4,9000.0,1.0,1.0,86400.0,658.0,337.0,372.0,321.0,23407.1,6402.0,48104.4,19.4133,27.225,45226.7,2673.0,7.04,150.992
t11-2,9000.0,1.0,1.0,86400.0,652.0,316.0,350.0,336.0,24193.0,6003.0,48107.1,11.55,9.075,45261.2,2673.0,1.76,150.532
cc9,9000.0,1.0,1.0,86400.0,658.0,244.0,290.0,414.0,15662.8,4635.0,48095.8,32.1233,36.3,45193.1,2673.0,8.8,152.54
ec4,9000.0,1.0,1.0,86400.0,656.0,0.0,82.0,656.0,0.0,0.0,48079.1,16.775,18.15,45242.5,2673.0,3.52,125.194
t3-2,9000.0,1.0,1.0,86400.0,657.0,520.0,529.0,137.0,35084.8,9879.0,48108.4,22.55,27.225,45220.5,2673.0,7.04,158.129
cc5,9000.0,1.0,1.0,86400.0,657.0,127.0,188.0,530.0,9093.62,2412.0,48099.1,18.15,18.15,45239.7,2673.0,3.52,146.572
ec3,9000.0,1.0,1.0,86400.0,659.0,203.0,255.0,456.0,15980.2,3856.0,48090.3,30.4653,36.3,45196.4,2673.0,8.8,145.348
m17,9000.0,1.0,1.0,86400.0,658.0,391.0,414.0,267.0,30229.8,7428.0,48103.8,23.925,27.225,45217.7,2673.0,7.04,154.881
t11-3,9000.0,1.0,1.0,86400.0,658.0,452.0,468.0,206.0,33897.7,8587.0,48102.4,31.7813,36.3,45193.7,2673.0,8.8,158.798
t11-1,9000.0,1.0,1.0,86400.0,652.0,436.0,449.0,216.0,37142.8,8283.0,48117.7,9.9,18.15,45256.2,2673.0,3.52,156.953
ec2,9000.0,1.0,1.0,86400.0,653.0,231.0,276.0,422.0,18924.9,4388.0,48094.2,20.9,18.15,45234.2,2673.0,3.52,144.439
cc11,5500.0,3.0,1.0,86400.0,659.0,164.0,212.0,495.0,21650.9,3115.0,48094.19999999999,22.3604,27.225000000000005,45220.80000000001,2673.0,7.04,143.747
ec8,5500.0,3.0,1.0,86400.0,658.0,243.0,285.0,415.0,22979.3,4616.0,48109.4,9.9,18.15,45256.19999999999,2673.0,3.52,148.668
t1-2,5500.0,3.0,1.0,86400.0,659.0,279.0,318.0,380.0,23572.8,5300.0,48094.0,21.3261,18.15,45231.1,2673.0,5.28,145.097
t2-4,5500.0,3.0,1.0,86400.0,659.0,253.0,295.0,406.0,22117.099999999995,4806.0,48097.5,21.605,27.225000000000005,45222.30000000001,2673.0,7.04,146.266
t4,5500.0,3.0,1.0,86400.0,658.0,209.0,257.0,449.0,18130.5,3970.0,48101.19999999999,11.550000000000002,9.075,45261.19999999999,2673.0,1.76,144.641
t5-2,5500.0,3.0,1.0,86400.0,654.0,335.0,363.0,319.0,28408.2,6364.0,48112.19999999999,9.9,18.15,45256.19999999999,2673.0,3.52,151.42
t6,5500.0,3.0,1.0,86400.0,658.0,142.0,197.0,516.0,15776.200000000003,2697.0,48099.30000000001,11.275,18.15,45253.5,2673.0,3.52,139.91
t7-2,5500.0,3.0,1.0,86400.0,659.0,195.0,243.0,464.0,19637.4,3704.0,48098.30000000001,19.8941,18.15,45234.0,2673.0,5.28,148.004
