sensor_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J),LoRaWAN_Sleep_Energy (J),LoRaWAN_Sleep_Time (seconds),LoRaWAN_Standby_Energy (J),LoRaWAN_Standby_Time (seconds),LoRaWAN_TX_Energy (J),LoRaWAN_TX_Time (seconds),LoRaWAN_RX_Energy (J),LoRaWAN_RX_Time (seconds)
D01A008,10000.0,0.0,0.0,0.0,86400.0,660.0,258.0,304.0,402.0,5337.53,4901.0,48109.6,12.65,9.075,45256.8,2673.0,3.52,154.565,0.636203,84827.1,0.962573,137.51,121.867,870.482,31.0983,555.327
D01A020,10000.0,0.0,0.0,0.0,86400.0,656.0,357.0,389.0,299.0,6885.81,6782.0,48094.8,29.4383,36.3,45198.4,2673.0,8.8,148.791,0.636028,84803.7,1.06745,152.493,121.129,865.206,25.9589,463.553
D01A031,10000.0,0.0,0.0,0.0,86400.0,656.0,334.0,364.0,322.0,11837.9,6345.0,48088.3,35.5186,27.225,45194.5,2673.0,7.04,150.999,0.63584,84778.7,0.823439,117.634,121.129,865.206,28.411,507.339
D01A052,10000.0,0.0,0.0,0.0,86400.0,660.0,568.0,576.0,92.0,5556.53,10791.0,48096.6,35.6029,27.225,45194.3,2673.0,7.04,159.404,0.635347,84712.9,0.20983,29.9757,121.867,870.482,36.691,655.196
D01A057,10000.0,0.0,0.0,0.0,86400.0,656.0,378.0,407.0,278.0,7283.13,7181.0,48103.2,11.55,9.075,45261.2,2673.0,1.76,146.68,0.637292,84972.2,0.972229,138.89,121.498,867.844,23.5721,420.93
D01A063,10000.0,0.0,0.0,0.0,86400.0,656.0,575.0,581.0,81.0,6284.57,10924.0,48098.6,30.1886,27.225,45205.2,2673.0,7.04,155.999,0.635736,84764.8,0.374818,53.5454,121.129,865.206,33.86,604.643
E01A001,10000.0,0.0,0.0,0.0,86400.0,645.0,637.0,637.0,8.0,3280.73,12102.0,48097.5,35.6481,27.225,45194.3,2673.0,7.04,160.326,0.635094,84679.2,0.108845,15.5492,119.098,850.698,40.4844,722.936
E01A006,10000.0,0.0,0.0,0.0,86400.0,658.0,508.0,523.0,150.0,5613.83,9651.0,48114.5,11.55,9.075,45261.2,2673.0,1.76,158.006,0.636405,84854.0,0.347089,49.5841,122.052,871.801,34.9707,624.476
E01A011,10000.0,0.0,0.0,0.0,86400.0,648.0,582.0,586.0,66.0,6518.33,11057.0,48115.2,11.55,9.075,45261.2,2673.0,1.76,158.639,0.636116,84815.5,0.365381,52.1972,120.206,858.612,37.4314,668.418
E01A012,10000.0,0.0,0.0,0.0,86400.0,651.0,580.0,587.0,71.0,3922.84,11019.0,48096.8,32.5266,27.225,45200.5,2673.0,7.04,156.555,0.635645,84752.7,0.245165,35.0235,120.206,858.612,35.4689,633.373
