sensor_key,distance_threshold,outlier_threshold,remove_intersections,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J)
A,8000.0,3.0,0.0,86400.0,659.0,64.0,130.0,595.0,11010.8,1215.0,48076.7,26.3542,27.225,45212.8,2673.0,7.04,130.228
B,8000.0,3.0,0.0,86400.0,653.0,95.0,164.0,558.0,4785.66,1804.0,48091.0,9.9,18.15,45256.2,2673.0,3.52,130.249
C,8000.0,3.0,0.0,86400.0,653.0,46.0,114.0,607.0,10388.0,873.0,48093.9,11.275,18.15,45253.5,2673.0,3.52,134.539
D,8000.0,3.0,0.0,86400.0,657.0,131.0,192.0,526.0,11395.4,2488.0,48095.4,12.65,18.15,45250.7,2673.0,3.52,137.371
E,8000.0,3.0,0.0,86400.0,657.0,448.0,467.0,209.0,29323.6,8511.0,48096.8,24.3331,27.225,45216.9,2673.0,7.04,148.343
F,8000.0,3.0,0.0,86400.0,654.0,216.0,262.0,438.0,20163.7,4103.0,48093.3,15.4,18.15,45245.2,2673.0,3.52,137.987
G,8000.0,3.0,0.0,86400.0,653.0,310.0,347.0,343.0,22431.6,5889.0,48098.1,16.775,18.15,45242.5,2673.0,3.52,144.193
A,1000.0,2.0,0.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,1000.0,2.0,0.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,1000.0,2.0,0.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,1000.0,2.0,0.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,5500.0,1.0,1.0,86400.0,656.0,227.0,278.0,429.0,9592.72,4312.0,48081.8,35.2586,27.225,45195.0,2673.0,7.04,144.206
B,5500.0,1.0,1.0,86400.0,657.0,204.0,254.0,453.0,13352.5,3875.0,48086.6,32.2506,36.3,45192.8,2673.0,8.8,143.437
C,5500.0,1.0,1.0,86400.0,650.0,316.0,352.0,334.0,14928.5,6003.0,48108.5,11.275,18.15,45253.5,2673.0,3.52,149.138
D,5500.0,1.0,1.0,86400.0,647.0,288.0,328.0,359.0,9141.17,5471.0,48100.9,12.65,18.15,45250.7,2673.0,3.52,142.868
E,5500.0,1.0,1.0,86400.0,650.0,416.0,441.0,234.0,11438.8,7903.0,48094.4,26.675,27.225,45212.2,2673.0,7.04,148.232
F,5500.0,1.0,1.0,86400.0,649.0,322.0,355.0,327.0,13075.8,6117.0,48099.1,11.55,9.075,45261.2,2673.0,1.76,142.584
H,5500.0,1.0,1.0,86400.0,646.0,363.0,397.0,283.0,6223.65,6896.0,48107.8,9.9,18.15,45256.2,2673.0,3.52,146.987
S,5500.0,1.0,1.0,86400.0,654.0,385.0,411.0,269.0,20361.3,7314.0,48098.8,20.1321,18.15,45233.5,2673.0,5.28,148.664
K,5500.0,1.0,1.0,86400.0,651.0,450.0,474.0,201.0,12920.8,8549.0,48105.7,18.2317,27.225,45229.1,2673.0,7.04,151.162
M,5500.0,1.0,1.0,86400.0,656.0,277.0,319.0,379.0,15275.0,5262.0,48097.5,22.8086,18.15,45228.2,2673.0,5.28,150.063
N,5500.0,1.0,1.0,86400.0,653.0,451.0,467.0,202.0,32688.1,8568.0,48111.3,9.9,18.15,45256.2,2673.0,3.52,150.509
O,5500.0,1.0,1.0,86400.0,650.0,358.0,391.0,292.0,13967.2,6801.0,48107.3,11.275,18.15,45253.5,2673.0,3.52,147.933
A,5000.0,3.0,1.0,86400.0,652.0,149.0,210.0,503.0,4441.39,2830.0,48094.7,11.55,9.075,45261.2,2673.0,1.76,138.129
B,5000.0,3.0,1.0,86400.0,654.0,82.0,148.0,572.0,9744.64,1557.0,48091.8,9.9,18.15,45256.2,2673.0,3.52,131.041
C,5000.0,3.0,1.0,86400.0,657.0,116.0,182.0,541.0,3279.64,2203.0,48081.3,22.1878,27.225,45221.2,2673.0,7.04,130.715
D,5000.0,3.0,1.0,86400.0,657.0,307.0,346.0,350.0,18079.6,5832.0,48093.0,20.5789,27.225,45224.4,2673.0,7.04,140.731
E,5000.0,3.0,1.0,86400.0,655.0,370.0,400.0,285.0,25374.1,7029.0,48101.0,14.025,18.15,45248.0,2673.0,3.52,144.4
A,6500.0,2.0,1.0,86400.0,654.0,158.0,215.0,496.0,7232.98,3001.0,48100.3,11.55,9.075,45261.2,2673.0,1.76,143.763
B,6500.0,2.0,1.0,86400.0,653.0,116.0,180.0,537.0,6385.21,2203.0,48099.6,9.9,18.15,45256.2,2673.0,3.52,138.828
C,6500.0,2.0,1.0,86400.0,658.0,198.0,250.0,460.0,17034.1,3761.0,48097.3,11.275,18.15,45253.5,2673.0,3.52,137.88
D,6500.0,2.0,1.0,86400.0,656.0,233.0,281.0,423.0,12351.5,4426.0,48081.9,32.2502,36.3,45192.8,2673.0,8.8,138.775
E,6500.0,2.0,1.0,86400.0,648.0,346.0,379.0,302.0,16842.1,6573.0,48100.7,14.025,18.15,45248.0,2673.0,3.52,144.053
G,6500.0,2.0,1.0,86400.0,657.0,207.0,260.0,450.0,9439.23,3932.0,48091.4,16.5,18.15,45240.8,2673.0,5.28,137.692
M,6500.0,2.0,1.0,86400.0,650.0,301.0,341.0,349.0,14339.5,5718.0,48099.0,11.55,9.075,45261.2,2673.0,1.76,142.429
N,6500.0,2.0,1.0,86400.0,655.0,503.0,517.0,152.0,26542.3,9556.0,48117.4,8.378,27.225,45248.8,2673.0,7.04,152.937
O,6500.0,2.0,1.0,86400.0,654.0,305.0,345.0,349.0,13731.6,5794.0,48105.9,11.275,18.15,45253.5,2673.0,3.52,146.491
A,3500.0,1.0,1.0,86400.0,647.0,273.0,318.0,374.0,2698.18,5186.0,48096.6,11.55,9.075,45261.2,2673.0,1.76,140.063
B,3500.0,1.0,1.0,86400.0,650.0,235.0,285.0,415.0,4437.69,4464.0,48097.9,9.9,18.15,45256.2,2673.0,3.52,137.175
C,3500.0,1.0,1.0,86400.0,651.0,277.0,321.0,374.0,4001.7,5262.0,48082.7,32.3285,36.3,45192.6,2673.0,8.8,139.594
D,3500.0,1.0,1.0,86400.0,651.0,375.0,406.0,276.0,11832.3,7124.0,48103.8,12.65,18.15,45250.7,2673.0,3.52,145.738
F,3500.0,1.0,1.0,86400.0,650.0,340.0,371.0,310.0,11186.8,6459.0,48081.0,35.4612,27.225,45194.6,2673.0,7.04,143.615
G,3500.0,1.0,1.0,86400.0,651.0,384.0,416.0,267.0,9480.16,7295.0,48090.0,32.3836,36.3,45192.5,2673.0,8.8,146.936
K,3500.0,1.0,1.0,86400.0,646.0,399.0,424.0,247.0,15013.7,7580.0,48101.3,11.55,9.075,45261.2,2673.0,1.76,144.813
L,3500.0,1.0,1.0,86400.0,654.0,479.0,495.0,175.0,26469.9,9100.0,48096.6,30.5154,36.3,45196.3,2673.0,8.8,151.702
M,3500.0,1.0,1.0,86400.0,651.0,452.0,469.0,199.0,20773.4,8587.0,48086.5,34.8508,27.225,45195.8,2673.0,7.04,148.585
N,3500.0,1.0,1.0,86400.0,650.0,436.0,460.0,214.0,14946.9,8283.0,48109.8,9.9,18.15,45256.2,2673.0,3.52,149.053
A,3000.0,3.0,0.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,3000.0,3.0,0.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,3000.0,3.0,0.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,3000.0,3.0,0.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,3000.0,2.0,1.0,86400.0,652.0,274.0,313.0,378.0,10368.2,5205.0,48076.4,35.5037,27.225,45194.5,2673.0,7.04,139.115
B,3000.0,2.0,1.0,86400.0,653.0,266.0,311.0,387.0,8028.22,5053.0,48083.8,32.2965,36.3,45192.7,2673.0,8.8,140.677
C,3000.0,2.0,1.0,86400.0,653.0,339.0,376.0,314.0,11775.7,6440.0,48088.0,32.3086,36.3,45192.7,2673.0,8.8,144.947
D,3000.0,2.0,1.0,86400.0,653.0,363.0,396.0,290.0,14034.0,6896.0,48087.5,32.2398,36.3,45192.8,2673.0,8.8,144.294
F,3000.0,2.0,1.0,86400.0,654.0,188.0,236.0,466.0,12552.0,3571.0,48090.9,11.55,9.075,45261.2,2673.0,1.76,134.374
G,3000.0,2.0,1.0,86400.0,651.0,274.0,319.0,377.0,7155.63,5205.0,48102.9,9.9,18.15,45256.2,2673.0,3.52,142.157
H,3000.0,2.0,1.0,86400.0,654.0,258.0,306.0,396.0,5516.08,4901.0,48102.5,19.7689,27.225,45226.0,2673.0,7.04,149.429
A,5000.0,2.0,1.0,86400.0,656.0,256.0,302.0,400.0,11789.9,4863.0,48096.1,12.783,18.15,45248.2,2673.0,5.28,138.635
B,5000.0,2.0,1.0,86400.0,652.0,301.0,341.0,351.0,13480.2,5718.0,48108.9,9.9,18.15,45256.2,2673.0,3.52,148.155
C,5000.0,2.0,1.0,86400.0,656.0,339.0,372.0,317.0,21686.2,6440.0,48089.5,32.136,36.3,45193.0,2673.0,8.8,146.201
D,5000.0,2.0,1.0,86400.0,648.0,280.0,322.0,368.0,9511.72,5319.0,48098.8,12.65,18.15,45250.7,2673.0,3.52,140.819
E,5000.0,2.0,1.0,86400.0,653.0,416.0,441.0,237.0,17272.5,7903.0,48108.5,16.8469,27.225,45231.9,2673.0,7.04,152.506
F,5000.0,2.0,1.0,86400.0,656.0,177.0,226.0,479.0,14711.8,3362.0,48075.6,35.3721,27.225,45194.8,2673.0,7.04,138.196
G,5000.0,2.0,1.0,86400.0,656.0,183.0,236.0,473.0,10777.2,3476.0,48081.9,32.1682,36.3,45193.0,2673.0,8.8,138.674
H,5000.0,2.0,1.0,86400.0,650.0,279.0,322.0,371.0,8693.53,5300.0,48100.9,11.275,18.15,45253.5,2673.0,3.52,141.46
M,5000.0,2.0,1.0,86400.0,650.0,253.0,299.0,397.0,6941.91,4806.0,48103.3,11.55,9.075,45261.2,2673.0,1.76,146.769
N,5000.0,2.0,1.0,86400.0,655.0,456.0,477.0,199.0,22668.5,8663.0,48103.9,20.9273,27.225,45223.7,2673.0,7.04,151.983
O,5000.0,2.0,1.0,86400.0,655.0,321.0,359.0,334.0,14055.8,6098.0,48091.5,32.3501,36.3,45192.6,2673.0,8.8,148.493
A,2000.0,2.0,1.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,2000.0,2.0,1.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,2000.0,2.0,1.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,2000.0,2.0,1.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,1500.0,2.0,0.0,86400.0,653.0,125.0,190.0,528.0,1463.51,2374.0,48087.2,11.55,9.075,45261.2,2673.0,1.76,130.674
B,1500.0,2.0,0.0,86400.0,651.0,175.0,234.0,476.0,2871.2,3324.0,48094.2,9.9,18.15,45256.2,2673.0,3.52,133.457
C,1500.0,2.0,0.0,86400.0,653.0,208.0,261.0,445.0,3523.02,3951.0,48081.8,33.2424,36.3,45190.8,2673.0,8.8,139.644
D,1500.0,2.0,0.0,86400.0,653.0,341.0,377.0,312.0,11218.6,6478.0,48085.0,32.0941,36.3,45193.1,2673.0,8.8,141.695
A,9000.0,0.0,0.0,86400.0,658.0,282.0,326.0,376.0,18496.2,5357.0,48090.4,29.8034,27.225,45205.9,2673.0,7.04,147.365
B,9000.0,0.0,0.0,86400.0,657.0,254.0,299.0,403.0,16956.7,4825.0,48107.4,9.9,18.15,45256.2,2673.0,3.52,146.622
C,9000.0,0.0,0.0,86400.0,656.0,262.0,307.0,394.0,13372.7,4977.0,48088.1,31.6989,36.3,45193.9,2673.0,8.8,144.419
D,9000.0,0.0,0.0,86400.0,653.0,289.0,331.0,364.0,14241.9,5490.0,48102.4,12.65,18.15,45250.7,2673.0,3.52,144.348
E,9000.0,0.0,0.0,86400.0,654.0,426.0,449.0,228.0,21564.9,8093.0,48113.5,14.025,18.15,45248.0,2673.0,3.52,156.852
F,9000.0,0.0,0.0,86400.0,653.0,290.0,329.0,363.0,20041.6,5509.0,48108.9,11.55,9.075,45261.2,2673.0,1.76,152.345
G,9000.0,0.0,0.0,86400.0,648.0,423.0,445.0,225.0,20876.3,8036.0,48104.1,15.4,18.15,45245.2,2673.0,3.52,148.866
H,9000.0,0.0,0.0,86400.0,654.0,430.0,453.0,224.0,21846.4,8169.0,48116.8,9.9,18.15,45256.2,2673.0,3.52,155.992
R,9000.0,0.0,0.0,86400.0,655.0,476.0,492.0,179.0,27272.7,9043.0,48100.3,32.3085,36.3,45192.7,2673.0,8.8,157.253
S,9000.0,0.0,0.0,86400.0,659.0,347.0,380.0,312.0,26915.5,6592.0,48097.3,33.5731,27.225,45198.4,2673.0,7.04,158.084
K,9000.0,0.0,0.0,86400.0,654.0,491.0,505.0,163.0,25344.5,9328.0,48114.2,13.5384,27.225,45238.5,2673.0,7.04,154.939
L,9000.0,0.0,0.0,86400.0,653.0,498.0,512.0,155.0,25544.7,9461.0,48115.6,11.275,18.15,45253.5,2673.0,3.52,156.167
M,9000.0,0.0,0.0,86400.0,655.0,568.0,572.0,87.0,34083.9,10791.0,48098.2,32.6082,27.225,45200.3,2673.0,7.04,158.043
N,9000.0,0.0,0.0,86400.0,644.0,542.0,552.0,102.0,21473.2,10297.0,48116.4,11.55,9.075,45261.2,2673.0,1.76,159.888
O,9000.0,0.0,0.0,86400.0,648.0,615.0,616.0,33.0,20380.9,11684.0,48094.7,35.5296,27.225,45194.5,2673.0,7.04,157.373
P,9000.0,0.0,0.0,86400.0,648.0,607.0,609.0,41.0,18062.5,11532.0,48112.4,12.9624,18.15,45247.9,2673.0,5.28,155.157
A,10000.0,0.0,0.0,86400.0,657.0,240.0,286.0,417.0,19582.0,4559.0,48105.1,11.55,9.075,45261.2,2673.0,1.76,148.572
B,10000.0,0.0,0.0,86400.0,657.0,285.0,325.0,372.0,19262.4,5414.0,48093.0,26.1345,36.3,45205.0,2673.0,8.8,143.761
C,10000.0,0.0,0.0,86400.0,655.0,202.0,254.0,453.0,11143.9,3837.0,48096.8,11.275,18.15,45253.5,2673.0,3.52,137.422
D,10000.0,0.0,0.0,86400.0,656.0,272.0,317.0,384.0,12677.8,5167.0,48087.5,32.3946,36.3,45192.5,2673.0,8.8,144.526
E,10000.0,0.0,0.0,86400.0,652.0,449.0,469.0,203.0,19298.8,8530.0,48101.3,29.7107,36.3,45197.9,2673.0,8.8,155.572
F,10000.0,0.0,0.0,86400.0,653.0,250.0,294.0,403.0,17375.1,4749.0,48106.1,11.55,9.075,45261.2,2673.0,1.76,149.547
G,10000.0,0.0,0.0,86400.0,654.0,346.0,379.0,308.0,17451.3,6573.0,48099.2,15.4,18.15,45245.2,2673.0,3.52,143.893
H,10000.0,0.0,0.0,86400.0,653.0,256.0,298.0,397.0,18876.1,4863.0,48112.2,9.9,18.15,45256.2,2673.0,3.52,151.465
R,10000.0,0.0,0.0,86400.0,654.0,604.0,606.0,50.0,30901.3,11475.0,48112.8,17.3912,27.225,45230.8,2673.0,7.04,157.395
S,10000.0,0.0,0.0,86400.0,654.0,351.0,383.0,303.0,16889.8,6668.0,48087.1,35.6125,27.225,45194.3,2673.0,7.04,149.878
K,10000.0,0.0,0.0,86400.0,655.0,425.0,445.0,230.0,26098.3,8074.0,48101.1,25.5857,36.3,45206.1,2673.0,8.8,151.331
L,10000.0,0.0,0.0,86400.0,659.0,432.0,454.0,227.0,30698.0,8207.0,48114.7,12.65,9.075,45256.8,2673.0,3.52,159.753
M,10000.0,0.0,0.0,86400.0,649.0,507.0,518.0,142.0,28870.7,9632.0,48118.2,9.9,18.15,45256.2,2673.0,3.52,157.47
N,10000.0,0.0,0.0,86400.0,654.0,458.0,476.0,196.0,22010.2,8701.0,48109.5,12.375,18.15,45249.1,2673.0,5.28,151.63
O,10000.0,0.0,0.0,86400.0,648.0,380.0,408.0,268.0,17034.4,7219.0,48110.1,12.65,18.15,45250.7,2673.0,3.52,152.059
P,10000.0,0.0,0.0,86400.0,654.0,545.0,552.0,109.0,29827.5,10354.0,48098.4,27.9575,27.225,45209.6,2673.0,7.04,153.589
A,10000.0,0.0,1.0,86400.0,653.0,181.0,237.0,472.0,13072.5,3438.0,48092.1,11.55,9.075,45261.2,2673.0,1.76,135.595
B,10000.0,0.0,1.0,86400.0,649.0,236.0,285.0,413.0,8930.87,4483.0,48098.3,9.9,18.15,45256.2,2673.0,3.52,137.573
C,10000.0,0.0,1.0,86400.0,653.0,273.0,316.0,380.0,9198.74,5186.0,48082.8,32.2964,36.3,45192.7,2673.0,8.8,139.725
D,10000.0,0.0,1.0,86400.0,654.0,264.0,311.0,390.0,8120.39,5015.0,48088.0,31.7521,36.3,45193.8,2673.0,8.8,144.336
E,10000.0,0.0,1.0,86400.0,647.0,556.0,563.0,91.0,16063.1,10563.0,48098.3,32.2414,36.3,45192.8,2673.0,8.8,155.191
G,10000.0,0.0,1.0,86400.0,651.0,531.0,541.0,120.0,20309.5,10088.0,48109.0,16.5,18.15,45240.8,2673.0,5.28,155.259
R,10000.0,0.0,1.0,86400.0,649.0,576.0,580.0,73.0,22530.8,10943.0,48111.6,11.55,9.075,45261.2,2673.0,1.76,155.092
S,10000.0,0.0,1.0,86400.0,658.0,325.0,358.0,333.0,24277.5,6174.0,48081.0,35.6274,27.225,45194.3,2673.0,7.04,143.763
K,10000.0,0.0,1.0,86400.0,655.0,382.0,407.0,273.0,24378.3,7257.0,48090.2,32.2226,36.3,45192.9,2673.0,8.8,146.992
L,10000.0,0.0,1.0,86400.0,658.0,359.0,391.0,299.0,22329.4,6820.0,48107.0,21.5452,18.15,45230.7,2673.0,5.28,158.333
M,10000.0,0.0,1.0,86400.0,654.0,458.0,476.0,196.0,21960.8,8701.0,48114.1,11.0,18.15,45251.8,2673.0,5.28,154.888
N,10000.0,0.0,1.0,86400.0,657.0,421.0,446.0,236.0,24169.2,7998.0,48114.8,12.375,18.15,45249.1,2673.0,5.28,156.936
O,10000.0,0.0,1.0,86400.0,656.0,289.0,330.0,367.0,14062.7,5490.0,48109.7,13.75,18.15,45246.3,2673.0,5.28,153.185
P,10000.0,0.0,1.0,86400.0,646.0,559.0,567.0,87.0,10408.7,10620.0,48110.5,12.5939,9.075,45256.9,2673.0,3.52,155.414
A,5000.0,3.0,0.0,86400.0,652.0,149.0,210.0,503.0,4441.39,2830.0,48094.7,11.55,9.075,45261.2,2673.0,1.76,138.129
B,5000.0,3.0,0.0,86400.0,654.0,82.0,148.0,572.0,9744.64,1557.0,48091.8,9.9,18.15,45256.2,2673.0,3.52,131.041
C,5000.0,3.0,0.0,86400.0,657.0,116.0,182.0,541.0,3279.64,2203.0,48081.3,22.1878,27.225,45221.2,2673.0,7.04,130.715
D,5000.0,3.0,0.0,86400.0,657.0,307.0,346.0,350.0,18079.6,5832.0,48093.0,20.5789,27.225,45224.4,2673.0,7.04,140.731
E,5000.0,3.0,0.0,86400.0,655.0,370.0,400.0,285.0,25374.1,7029.0,48101.0,14.025,18.15,45248.0,2673.0,3.52,144.4
A,4500.0,0.0,0.0,86400.0,657.0,248.0,291.0,409.0,18009.6,4711.0,48086.8,31.1217,27.225,45203.3,2673.0,7.04,145.111
B,4500.0,0.0,0.0,86400.0,655.0,186.0,239.0,469.0,9615.76,3533.0,48098.2,9.9,18.15,45256.2,2673.0,3.52,137.41
C,4500.0,0.0,0.0,86400.0,653.0,206.0,259.0,447.0,4671.21,3913.0,48096.9,11.275,18.15,45253.5,2673.0,3.52,137.47
D,4500.0,0.0,0.0,86400.0,653.0,334.0,368.0,319.0,12493.8,6345.0,48091.7,33.1472,36.3,45191.0,2673.0,8.8,149.49
E,4500.0,0.0,0.0,86400.0,650.0,431.0,453.0,219.0,19634.0,8188.0,48106.7,14.025,18.15,45248.0,2673.0,3.52,150.083
F,4500.0,0.0,0.0,86400.0,650.0,262.0,306.0,388.0,16484.1,4977.0,48103.3,11.55,9.075,45261.2,2673.0,1.76,146.737
G,4500.0,0.0,0.0,86400.0,656.0,251.0,299.0,405.0,11770.9,4768.0,48083.3,32.7295,36.3,45191.8,2673.0,8.8,140.636
H,4500.0,0.0,0.0,86400.0,652.0,400.0,427.0,252.0,14994.5,7599.0,48091.9,32.3836,36.3,45192.5,2673.0,8.8,148.841
R,4500.0,0.0,0.0,86400.0,647.0,614.0,616.0,33.0,17214.2,11665.0,48092.4,35.6162,27.225,45194.3,2673.0,7.04,155.163
S,4500.0,0.0,0.0,86400.0,654.0,357.0,387.0,297.0,22736.2,6782.0,48102.4,11.55,9.075,45261.2,2673.0,1.76,145.818
K,4500.0,0.0,0.0,86400.0,656.0,507.0,521.0,149.0,29154.1,9632.0,48103.9,26.7089,36.3,45203.9,2673.0,8.8,155.167
L,4500.0,0.0,0.0,86400.0,649.0,612.0,614.0,37.0,21242.3,11627.0,48095.0,35.5138,27.225,45194.5,2673.0,7.04,157.734
M,4500.0,0.0,0.0,86400.0,659.0,319.0,354.0,340.0,25448.5,6060.0,48098.7,27.2963,27.225,45211.0,2673.0,7.04,153.166
N,4500.0,0.0,0.0,86400.0,652.0,418.0,440.0,234.0,22652.2,7941.0,48111.1,9.9,18.15,45256.2,2673.0,3.52,150.329
O,4500.0,0.0,0.0,86400.0,652.0,315.0,352.0,337.0,12596.6,5984.0,48112.3,11.275,18.15,45253.5,2673.0,3.52,152.93
P,4500.0,0.0,0.0,86400.0,646.0,564.0,571.0,82.0,12694.3,10715.0,48091.3,35.4282,27.225,45194.7,2673.0,7.04,153.911
A,4000.0,0.0,0.0,86400.0,650.0,355.0,390.0,295.0,14151.8,6744.0,48102.0,11.55,9.075,45261.2,2673.0,1.76,145.432
B,4000.0,0.0,0.0,86400.0,648.0,356.0,391.0,292.0,11497.4,6763.0,48107.3,9.9,18.15,45256.2,2673.0,3.52,146.566
C,4000.0,0.0,0.0,86400.0,648.0,271.0,315.0,377.0,7865.72,5148.0,48098.5,11.275,18.15,45253.5,2673.0,3.52,139.14
D,4000.0,0.0,0.0,86400.0,653.0,372.0,404.0,281.0,12585.5,7067.0,48104.8,13.75,18.15,45246.3,2673.0,5.28,148.354
E,4000.0,0.0,0.0,86400.0,647.0,560.0,567.0,87.0,12998.0,10639.0,48110.9,11.8249,9.075,45258.4,2673.0,3.52,155.071
F,4000.0,0.0,0.0,86400.0,658.0,384.0,414.0,274.0,29084.0,7295.0,48106.6,11.55,9.075,45261.2,2673.0,1.76,150.072
G,4000.0,0.0,0.0,86400.0,653.0,478.0,496.0,175.0,19685.2,9081.0,48114.3,11.0,18.15,45251.8,2673.0,5.28,155.062
H,4000.0,0.0,0.0,86400.0,643.0,619.0,621.0,24.0,8929.45,11760.0,48094.7,35.6084,27.225,45194.3,2673.0,7.04,157.521
R,4000.0,0.0,0.0,86400.0,641.0,635.0,635.0,6.0,6159.91,12064.0,48092.8,35.5067,27.225,45194.5,2673.0,7.04,155.489
S,4000.0,0.0,0.0,86400.0,641.0,639.0,639.0,2.0,5948.09,12140.0,48101.5,35.2317,27.225,45195.1,2673.0,7.04,163.872
K,4000.0,0.0,0.0,86400.0,654.0,476.0,492.0,178.0,24405.5,9043.0,48112.6,10.4517,18.15,45252.9,2673.0,5.28,152.867
L,4000.0,0.0,0.0,86400.0,655.0,384.0,415.0,271.0,16821.0,7295.0,48114.3,8.6082,27.225,45248.3,2673.0,7.04,150.095
M,4000.0,0.0,0.0,86400.0,654.0,421.0,445.0,233.0,29056.8,7998.0,48111.0,11.55,9.075,45261.2,2673.0,1.76,154.471
N,4000.0,0.0,0.0,86400.0,652.0,426.0,452.0,226.0,13190.3,8093.0,48114.8,12.65,9.075,45256.8,2673.0,3.52,159.852
O,4000.0,0.0,0.0,86400.0,645.0,571.0,576.0,74.0,24623.2,10848.0,48116.9,9.9,18.15,45256.2,2673.0,3.52,156.13
P,4000.0,0.0,0.0,86400.0,641.0,639.0,639.0,2.0,5858.46,12140.0,48096.5,35.2317,27.225,45195.1,2673.0,7.04,158.902
A,8500.0,1.0,0.0,86400.0,658.0,105.0,167.0,553.0,9167.99,1994.0,48072.3,35.3222,27.225,45194.9,2673.0,7.04,134.781
B,8500.0,1.0,0.0,86400.0,657.0,256.0,302.0,401.0,16275.0,4863.0,48101.0,9.9,18.15,45256.2,2673.0,3.52,140.254
C,8500.0,1.0,0.0,86400.0,653.0,169.0,228.0,484.0,2226.12,3210.0,48097.6,11.275,18.15,45253.5,2673.0,3.52,138.181
D,8500.0,1.0,0.0,86400.0,653.0,262.0,307.0,391.0,12707.6,4977.0,48100.6,12.65,18.15,45250.7,2673.0,3.52,142.596
E,8500.0,1.0,0.0,86400.0,650.0,621.0,622.0,29.0,24158.0,11798.0,48099.6,32.2652,36.3,45192.8,2673.0,8.8,156.439
F,8500.0,1.0,0.0,86400.0,653.0,255.0,301.0,398.0,9917.69,4844.0,48097.3,15.4,18.15,45245.2,2673.0,3.52,142.024
G,8500.0,1.0,0.0,86400.0,655.0,412.0,436.0,243.0,21713.4,7827.0,48096.7,23.3873,27.225,45218.8,2673.0,7.04,147.227
S,8500.0,1.0,0.0,86400.0,658.0,240.0,287.0,418.0,15432.0,4559.0,48104.5,15.3712,18.15,45243.1,2673.0,5.28,149.684
K,8500.0,1.0,0.0,86400.0,653.0,356.0,388.0,297.0,17297.7,6763.0,48111.4,9.9,18.15,45256.2,2673.0,3.52,150.671
L,8500.0,1.0,0.0,86400.0,652.0,557.0,563.0,95.0,29733.1,10582.0,48117.1,11.275,18.15,45253.5,2673.0,3.52,157.723
M,8500.0,1.0,0.0,86400.0,654.0,333.0,366.0,321.0,15330.6,6326.0,48102.8,12.7475,18.15,45248.3,2673.0,5.28,145.283
N,8500.0,1.0,0.0,86400.0,654.0,301.0,342.0,353.0,11727.5,5718.0,48089.5,32.3212,36.3,45192.7,2673.0,8.8,146.432
A,4500.0,2.0,1.0,86400.0,656.0,256.0,302.0,400.0,11789.9,4863.0,48096.1,12.783,18.15,45248.2,2673.0,5.28,138.635
B,4500.0,2.0,1.0,86400.0,652.0,301.0,341.0,351.0,13480.2,5718.0,48108.9,9.9,18.15,45256.2,2673.0,3.52,148.155
C,4500.0,2.0,1.0,86400.0,656.0,339.0,372.0,317.0,21686.2,6440.0,48089.5,32.136,36.3,45193.0,2673.0,8.8,146.201
D,4500.0,2.0,1.0,86400.0,648.0,280.0,322.0,368.0,9511.72,5319.0,48098.8,12.65,18.15,45250.7,2673.0,3.52,140.819
E,4500.0,2.0,1.0,86400.0,653.0,416.0,441.0,237.0,17272.5,7903.0,48108.5,16.8469,27.225,45231.9,2673.0,7.04,152.506
