sensor_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J),LoRaWAN_Sleep_Energy (J),LoRaWAN_Sleep_Time (seconds),LoRaWAN_Standby_Energy (J),LoRaWAN_Standby_Time (seconds),LoRaWAN_TX_Energy (J),LoRaWAN_TX_Time (seconds),LoRaWAN_RX_Energy (J),LoRaWAN_RX_Time (seconds)
cc7,6000.0,2.0,0.0,0.0,86400.0,650.0,195.0,241.0,455.0,12057.1,3704.0,48096.9,11.55,9.075,45261.2,2673.0,1.76,140.393,0.637132,84950.9,1.5861,226.585,121.129,865.206,17.0408,304.3
t13-3,6000.0,2.0,0.0,0.0,86400.0,652.0,97.0,155.0,555.0,12255.6,1842.0,48097.5,11.55,9.075,45261.2,2673.0,1.76,140.942,0.636881,84917.4,1.78471,254.959,121.683,869.163,16.8376,300.671
m14,6000.0,2.0,0.0,0.0,86400.0,657.0,156.0,218.0,501.0,1305.88,2963.0,48090.0,19.5773,27.225,45226.4,2673.0,7.04,136.752,0.637269,84969.2,1.94233,277.475,121.314,866.525,12.8588,229.622
cc3,6000.0,2.0,0.0,0.0,86400.0,649.0,198.0,252.0,451.0,3232.1,3761.0,48103.1,9.9,18.15,45256.2,2673.0,3.52,142.36,0.6369,84920.0,1.55586,222.266,121.129,865.206,19.0382,339.968
cc11,6000.0,2.0,0.0,0.0,86400.0,649.0,260.0,302.0,389.0,7844.05,4939.0,48097.8,11.55,9.075,45261.2,2673.0,1.76,141.236,0.637132,84951.0,1.44728,206.755,120.944,863.887,18.2069,325.124
t13-4,6000.0,2.0,0.0,0.0,86400.0,657.0,472.0,491.0,185.0,5952.19,8967.0,48101.1,21.0443,27.225,45223.5,2673.0,7.04,149.328,0.636629,84883.8,0.82586,117.98,121.314,866.525,26.5516,474.137
cc6,6000.0,2.0,0.0,0.0,86400.0,652.0,548.0,558.0,104.0,5215.92,10411.0,48107.3,19.6845,27.225,45226.2,2673.0,7.04,154.168,0.635987,84798.2,0.779615,111.374,120.39,859.931,32.3617,577.888
cc10,6000.0,2.0,0.0,0.0,86400.0,648.0,242.0,290.0,406.0,3752.64,4597.0,48103.5,9.9,18.15,45256.2,2673.0,3.52,142.697,0.636988,84931.7,1.3983,199.758,120.944,863.887,19.7172,352.092
ec7,6000.0,2.0,0.0,0.0,86400.0,655.0,326.0,364.0,329.0,4501.75,6193.0,48098.8,19.6845,27.225,45226.2,2673.0,7.04,145.701,0.636653,84887.1,1.32602,189.431,120.944,863.887,22.7945,407.044
m1,1000.0,0.0,1.0,0.0,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
