sensor_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J)
ec6,7000.0,3.0,0.0,0.001,86400.0,653.0,248.0,294.0,405.0,13196.1,4711.0,48106.3,11.275,18.15,45253.5,2673.0,3.52,146.869
ec7,7000.0,3.0,0.0,0.001,86400.0,658.0,267.0,309.0,391.0,18797.2,5072.0,48106.5,12.3032,27.225,45240.9,2673.0,7.04,145.941
t1-1,7000.0,3.0,0.0,0.001,86400.0,657.0,309.0,346.0,348.0,18243.4,5870.0,48108.9,12.2388,27.225,45241.1,2673.0,7.04,148.311
t2-2,7000.0,3.0,0.0,0.001,86400.0,658.0,285.0,324.0,373.0,21320.2,5414.0,48106.2,15.3156,27.225,45234.9,2673.0,7.04,148.694
ec4,7000.0,3.0,0.0,0.001,86400.0,653.0,320.0,358.0,333.0,12977.8,6079.0,48097.7,15.4,18.15,45245.2,2673.0,3.52,142.399
t3-2,7000.0,3.0,0.0,0.001,86400.0,658.0,243.0,291.0,415.0,15472.8,4616.0,48100.7,12.65,18.15,45250.7,2673.0,3.52,142.701
t7-1,7000.0,3.0,0.0,0.001,86400.0,655.0,314.0,353.0,341.0,13472.6,5965.0,48104.7,11.0005,27.225,45243.5,2673.0,7.04,142.894
ec3,7000.0,3.0,0.0,0.001,86400.0,651.0,247.0,290.0,404.0,14175.7,4692.0,48098.5,14.025,18.15,45248.0,2673.0,3.52,141.809
cc8,3500.0,2.0,1.0,0.3,86400.0,650.0,419.0,441.0,231.0,22102.3,7960.0,48106.5,11.55,9.075,45261.2,2673.0,1.76,149.998
cc7,3500.0,2.0,1.0,0.3,86400.0,653.0,274.0,318.0,379.0,11751.6,5205.0,48104.1,9.9,18.15,45256.2,2673.0,3.52,143.281
ec5,3500.0,2.0,1.0,0.3,86400.0,646.0,229.0,276.0,417.0,6538.7,4350.0,48098.3,11.55,9.075,45261.2,2673.0,1.76,141.769
ec6,3500.0,2.0,1.0,0.3,86400.0,656.0,277.0,320.0,379.0,14432.7,5262.0,48085.2,32.1929,36.3,45192.9,2673.0,8.8,141.978
ec4,3500.0,2.0,1.0,0.3,86400.0,651.0,398.0,428.0,253.0,12839.7,7561.0,48106.4,11.275,18.15,45253.5,2673.0,3.52,147.034
ec2,3500.0,2.0,1.0,0.3,86400.0,656.0,269.0,315.0,387.0,10812.6,5110.0,48099.5,12.375,18.15,45249.1,2673.0,5.28,141.647
t1-2,5500.0,0.0,1.0,0.47,86400.0,655.0,423.0,448.0,232.0,24074.3,8036.0,48106.8,11.55,9.075,45261.2,2673.0,1.76,150.26
t3-1,5500.0,0.0,1.0,0.47,86400.0,654.0,519.0,531.0,135.0,25778.0,9860.0,48108.0,12.65,9.075,45256.8,2673.0,3.52,153.009
t4,5500.0,0.0,1.0,0.47,86400.0,652.0,367.0,400.0,285.0,11103.0,6972.0,48088.7,32.2627,36.3,45192.8,2673.0,8.8,145.562
t8-1,5500.0,0.0,1.0,0.47,86400.0,639.0,639.0,639.0,0.0,1820.63,12140.0,48092.6,35.538,27.225,45194.5,2673.0,7.04,155.336
cc8,5500.0,0.0,1.0,0.47,86400.0,641.0,594.0,599.0,47.0,3155.41,11285.0,48095.6,35.5067,27.225,45194.5,2673.0,7.04,158.244
cc2,5500.0,0.0,1.0,0.47,86400.0,639.0,639.0,639.0,0.0,1820.63,12140.0,48092.6,35.538,27.225,45194.5,2673.0,7.04,155.336
ec5,5500.0,0.0,1.0,0.47,86400.0,650.0,384.0,414.0,266.0,15362.0,7295.0,48107.4,9.9,18.15,45256.2,2673.0,3.52,146.671
ec6,5500.0,0.0,1.0,0.47,86400.0,649.0,401.0,429.0,248.0,14676.4,7618.0,48107.0,11.275,18.15,45253.5,2673.0,3.52,147.568
t3-2,5500.0,0.0,1.0,0.47,86400.0,651.0,430.0,455.0,221.0,12385.5,8169.0,48108.8,14.7273,27.225,45236.1,2673.0,7.04,150.746
t7-1,5500.0,0.0,1.0,0.47,86400.0,641.0,616.0,618.0,25.0,5072.39,11703.0,48094.8,35.2317,27.225,45195.1,2673.0,7.04,157.213
t3-1,3500.0,1.0,1.0,0.47,86400.0,644.0,547.0,556.0,97.0,8623.18,10392.0,48087.9,35.5189,27.225,45194.5,2673.0,7.04,150.559
t4,3500.0,1.0,1.0,0.47,86400.0,644.0,544.0,556.0,100.0,6053.54,10335.0,48094.4,32.1416,36.3,45193.0,2673.0,8.8,151.187
ec5,3500.0,1.0,1.0,0.47,86400.0,643.0,519.0,531.0,124.0,5271.19,9860.0,48086.3,35.4646,27.225,45194.6,2673.0,7.04,148.999
ec6,3500.0,1.0,1.0,0.47,86400.0,643.0,515.0,531.0,128.0,1871.8,9784.0,48092.9,32.1438,36.3,45193.0,2673.0,8.8,149.637
cc8,8500.0,3.0,0.0,0.3,86400.0,655.0,123.0,183.0,532.0,9896.54,2336.0,48101.6,11.55,9.075,45261.2,2673.0,1.76,145.113
cc7,8500.0,3.0,0.0,0.3,86400.0,658.0,68.0,134.0,590.0,8862.49,1291.0,48093.4,9.9,18.15,45256.2,2673.0,3.52,132.614
ec5,8500.0,3.0,0.0,0.3,86400.0,660.0,84.0,152.0,576.0,8812.85,1595.0,48089.0,13.2902,27.225,45239.0,2673.0,7.04,129.447
ec4,8500.0,3.0,0.0,0.3,86400.0,651.0,185.0,240.0,466.0,10444.8,3514.0,48094.8,12.65,18.15,45250.7,2673.0,3.52,136.743
ec2,8500.0,3.0,0.0,0.3,86400.0,659.0,150.0,209.0,509.0,11202.0,2849.0,48086.3,19.4933,27.225,45226.6,2673.0,7.04,133.004
t1-2,10000.0,0.0,0.0,0.47,86400.0,661.0,255.0,300.0,406.0,23652.2,4844.0,48100.7,21.9366,18.15,45229.9,2673.0,5.28,152.456
t3-1,10000.0,0.0,0.0,0.47,86400.0,649.0,318.0,358.0,331.0,2628.8,6041.0,48106.9,9.9,18.15,45256.2,2673.0,3.52,146.133
t4,10000.0,0.0,0.0,0.47,86400.0,646.0,374.0,408.0,272.0,1385.48,7105.0,48102.6,11.275,18.15,45253.5,2673.0,3.52,143.22
t8-1,10000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
cc8,10000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
cc2,10000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
ec5,10000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
ec6,10000.0,0.0,0.0,0.47,86400.0,639.0,457.0,475.0,182.0,6820.75,8682.0,48105.1,11.55,9.075,45261.2,2673.0,1.76,148.613
t3-2,10000.0,0.0,0.0,0.47,86400.0,657.0,352.0,385.0,305.0,21711.6,6687.0,48106.5,12.65,18.15,45250.7,2673.0,3.52,148.434
t7-1,10000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t3-1,5000.0,0.0,1.0,0.001,86400.0,658.0,405.0,425.0,253.0,32757.5,7694.0,48094.8,35.1604,27.225,45195.2,2673.0,7.04,157.102
t4,5000.0,0.0,1.0,0.001,86400.0,651.0,611.0,613.0,40.0,27058.2,11608.0,48115.5,11.55,9.075,45261.2,2673.0,1.76,158.938
t6,5000.0,0.0,1.0,0.001,86400.0,659.0,397.0,422.0,262.0,28864.1,7542.0,48112.9,12.65,9.075,45256.8,2673.0,3.52,157.895
t7-2,5000.0,0.0,1.0,0.001,86400.0,653.0,536.0,545.0,117.0,32176.8,10183.0,48120.1,9.9,18.15,45256.2,2673.0,3.52,159.366
t9,5000.0,0.0,1.0,0.001,86400.0,655.0,511.0,523.0,144.0,33823.4,9708.0,48114.8,11.55,9.075,45261.2,2673.0,1.76,158.25
m2,5000.0,0.0,1.0,0.001,86400.0,656.0,553.0,559.0,103.0,34308.5,10506.0,48109.6,25.1765,27.225,45215.2,2673.0,7.04,161.955
m4,5000.0,0.0,1.0,0.001,86400.0,660.0,383.0,410.0,277.0,32250.0,7276.0,48096.5,29.94,27.225,45205.7,2673.0,7.04,153.642
m12,5000.0,0.0,1.0,0.001,86400.0,656.0,537.0,545.0,119.0,33903.2,10202.0,48106.6,24.0765,27.225,45217.4,2673.0,7.04,157.881
m16,5000.0,0.0,1.0,0.001,86400.0,644.0,596.0,599.0,48.0,11511.1,11323.0,48096.2,35.4597,27.225,45194.6,2673.0,7.04,158.835
t13-1,5000.0,0.0,1.0,0.001,86400.0,645.0,618.0,620.0,27.0,12586.9,11741.0,48108.2,22.6787,27.225,45220.2,2673.0,7.04,158.033
t8-1,5000.0,0.0,1.0,0.001,86400.0,648.0,582.0,586.0,66.0,24237.4,11057.0,48114.7,11.55,9.075,45261.2,2673.0,1.76,158.132
t12-3,5000.0,0.0,1.0,0.001,86400.0,647.0,588.0,593.0,59.0,15691.2,11171.0,48099.9,31.1545,27.225,45203.2,2673.0,7.04,158.252
cc7,5000.0,0.0,1.0,0.001,86400.0,658.0,452.0,470.0,206.0,32126.9,8587.0,48101.4,26.2309,27.225,45213.1,2673.0,7.04,154.783
cc6,5000.0,0.0,1.0,0.001,86400.0,656.0,469.0,489.0,187.0,27701.7,8910.0,48116.4,9.9,18.15,45256.2,2673.0,3.52,155.604
cc2,5000.0,0.0,1.0,0.001,86400.0,652.0,420.0,440.0,232.0,32402.3,7979.0,48112.1,11.55,9.075,45261.2,2673.0,1.76,155.571
cc3,5000.0,0.0,1.0,0.001,86400.0,656.0,526.0,536.0,130.0,31488.5,9993.0,48101.3,31.8846,36.3,45193.5,2673.0,8.8,157.807
ec5,5000.0,0.0,1.0,0.001,86400.0,660.0,250.0,293.0,410.0,24266.5,4749.0,48092.0,29.9132,27.225,45205.7,2673.0,7.04,149.053
ec6,5000.0,0.0,1.0,0.001,86400.0,658.0,413.0,437.0,245.0,28944.3,7846.0,48097.4,27.9315,36.3,45201.4,2673.0,8.8,149.905
ec7,5000.0,0.0,1.0,0.001,86400.0,657.0,341.0,372.0,316.0,25811.6,6478.0,48119.1,9.9,18.15,45256.2,2673.0,3.52,158.338
t1-1,5000.0,0.0,1.0,0.001,86400.0,655.0,543.0,548.0,112.0,34291.1,10316.0,48101.2,31.294,36.3,45194.7,2673.0,8.8,157.104
t2-2,5000.0,0.0,1.0,0.001,86400.0,659.0,399.0,425.0,260.0,29359.4,7580.0,48106.2,25.0302,36.3,45207.2,2673.0,8.8,155.828
ec4,5000.0,0.0,1.0,0.001,86400.0,659.0,393.0,416.0,266.0,32061.2,7466.0,48114.9,10.6445,18.15,45252.5,2673.0,5.28,155.296
cc1,5000.0,0.0,1.0,0.001,86400.0,656.0,471.0,490.0,185.0,26698.2,8948.0,48099.8,29.0626,36.3,45199.2,2673.0,8.8,153.442
t3-2,5000.0,0.0,1.0,0.001,86400.0,659.0,407.0,431.0,252.0,29910.1,7732.0,48121.9,8.78395,27.225,45248.0,2673.0,7.04,157.909
t7-1,5000.0,0.0,1.0,0.001,86400.0,650.0,508.0,520.0,142.0,27957.1,9651.0,48117.3,11.275,18.15,45253.5,2673.0,3.52,157.888
ec3,5000.0,0.0,1.0,0.001,86400.0,655.0,487.0,502.0,168.0,27725.5,9252.0,48096.5,32.5838,36.3,45192.1,2673.0,8.8,153.636
ec2,5000.0,0.0,1.0,0.001,86400.0,654.0,585.0,589.0,69.0,28950.9,11114.0,48119.0,11.8392,18.15,45250.1,2673.0,5.28,160.63
t4,9000.0,0.0,1.0,0.001,86400.0,652.0,481.0,497.0,171.0,19071.0,9138.0,48110.4,15.2302,18.15,45243.3,2673.0,5.28,155.361
t6,9000.0,0.0,1.0,0.001,86400.0,660.0,360.0,392.0,300.0,28383.5,6839.0,48107.4,19.0512,18.15,45235.7,2673.0,5.28,156.246
t7-2,9000.0,0.0,1.0,0.001,86400.0,653.0,525.0,536.0,128.0,24198.7,9974.0,48112.6,14.8549,27.225,45235.8,2673.0,7.04,154.594
m2,9000.0,0.0,1.0,0.001,86400.0,655.0,280.0,323.0,375.0,20130.2,5319.0,48111.7,11.55,9.075,45261.2,2673.0,1.76,155.207
m4,9000.0,0.0,1.0,0.001,86400.0,653.0,319.0,355.0,334.0,19135.6,6060.0,48108.8,9.9,18.15,45256.2,2673.0,3.52,147.993
m12,9000.0,0.0,1.0,0.001,86400.0,651.0,544.0,554.0,107.0,19832.1,10335.0,48114.5,13.0571,18.15,45247.7,2673.0,5.28,157.285
m16,9000.0,0.0,1.0,0.001,86400.0,644.0,598.0,603.0,46.0,9243.13,11361.0,48091.8,35.3173,27.225,45194.9,2673.0,7.04,154.322
t13-1,9000.0,0.0,1.0,0.001,86400.0,652.0,353.0,382.0,299.0,21022.6,6706.0,48107.0,11.55,9.075,45261.2,2673.0,1.76,150.448
t8-1,9000.0,0.0,1.0,0.001,86400.0,647.0,549.0,558.0,98.0,14208.0,10430.0,48095.9,35.1998,27.225,45195.2,2673.0,7.04,158.308
t12-3,9000.0,0.0,1.0,0.001,86400.0,651.0,372.0,405.0,279.0,13816.1,7067.0,48109.1,9.9,18.15,45256.2,2673.0,3.52,148.339
cc8,9000.0,0.0,1.0,0.001,86400.0,660.0,101.0,163.0,559.0,11904.2,1918.0,48100.7,13.9528,18.15,45245.9,2673.0,5.28,144.471
cc7,9000.0,0.0,1.0,0.001,86400.0,658.0,199.0,249.0,459.0,14584.7,3780.0,48104.1,12.9013,27.225,45239.7,2673.0,7.04,144.211
cc6,9000.0,0.0,1.0,0.001,86400.0,653.0,308.0,348.0,345.0,14938.1,5851.0,48105.1,11.275,18.15,45253.5,2673.0,3.52,145.683
cc2,9000.0,0.0,1.0,0.001,86400.0,655.0,326.0,359.0,329.0,20441.3,6193.0,48106.3,11.55,9.075,45261.2,2673.0,1.76,149.72
ec7,9000.0,0.0,1.0,0.001,86400.0,653.0,259.0,303.0,394.0,16809.5,4920.0,48111.7,11.275,18.15,45253.5,2673.0,3.52,152.288
t2-2,9000.0,0.0,1.0,0.001,86400.0,654.0,319.0,357.0,335.0,15318.9,6060.0,48111.2,12.65,18.15,45250.7,2673.0,3.52,153.195
cc1,9000.0,0.0,1.0,0.001,86400.0,652.0,479.0,498.0,173.0,18400.6,9100.0,48094.9,32.2083,36.3,45192.9,2673.0,8.8,151.661
t7-1,9000.0,0.0,1.0,0.001,86400.0,655.0,391.0,416.0,264.0,27859.8,7428.0,48116.1,11.275,18.15,45253.5,2673.0,3.52,156.742
ec2,9000.0,0.0,1.0,0.001,86400.0,656.0,344.0,379.0,312.0,16966.3,6535.0,48093.6,32.3629,36.3,45192.6,2673.0,8.8,150.538
t1-2,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t3-1,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t4,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t8-1,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
cc8,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
cc2,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
ec5,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
ec6,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t3-2,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t7-1,500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t1-2,1500.0,0.0,1.0,0.3,86400.0,644.0,636.0,636.0,8.0,11923.0,12083.0,48095.5,35.4597,27.225,45194.6,2673.0,7.04,158.111
t3-1,1500.0,0.0,1.0,0.3,86400.0,659.0,414.0,437.0,245.0,33399.6,7865.0,48095.8,27.7202,27.225,45210.1,2673.0,7.04,150.663
t4,1500.0,0.0,1.0,0.3,86400.0,647.0,608.0,611.0,39.0,16532.9,11551.0,48106.6,24.9805,27.225,45215.6,2673.0,7.04,158.733
t7-2,1500.0,0.0,1.0,0.3,86400.0,644.0,637.0,637.0,7.0,11749.6,12102.0,48092.8,35.4597,27.225,45194.6,2673.0,7.04,155.443
t12-5,1500.0,0.0,1.0,0.3,86400.0,644.0,637.0,637.0,7.0,11749.6,12102.0,48092.8,35.4597,27.225,45194.6,2673.0,7.04,155.443
m16,1500.0,0.0,1.0,0.3,86400.0,644.0,637.0,637.0,7.0,11749.6,12102.0,48092.8,35.4597,27.225,45194.6,2673.0,7.04,155.443
t13-1,1500.0,0.0,1.0,0.3,86400.0,644.0,637.0,637.0,7.0,11749.6,12102.0,48092.8,35.4597,27.225,45194.6,2673.0,7.04,155.443
t8-1,1500.0,0.0,1.0,0.3,86400.0,644.0,637.0,637.0,7.0,11749.6,12102.0,48092.8,35.4597,27.225,45194.6,2673.0,7.04,155.443
cc8,1500.0,0.0,1.0,0.3,86400.0,659.0,401.0,426.0,258.0,29929.2,7618.0,48105.4,12.65,9.075,45256.8,2673.0,3.52,150.404
cc7,1500.0,0.0,1.0,0.3,86400.0,656.0,335.0,371.0,321.0,18154.5,6364.0,48103.6,21.8322,36.3,45213.6,2673.0,8.8,150.016
cc2,1500.0,0.0,1.0,0.3,86400.0,659.0,417.0,439.0,242.0,32628.5,7922.0,48103.6,12.65,9.075,45256.8,2673.0,3.52,148.588
cc3,1500.0,0.0,1.0,0.3,86400.0,656.0,601.0,604.0,55.0,34055.2,11418.0,48115.1,12.65,9.075,45256.8,2673.0,3.52,160.091
ec5,1500.0,0.0,1.0,0.3,86400.0,644.0,637.0,637.0,7.0,11859.6,12102.0,48098.9,35.4597,27.225,45194.6,2673.0,7.04,161.552
ec6,1500.0,0.0,1.0,0.3,86400.0,644.0,637.0,637.0,7.0,11769.6,12102.0,48093.9,35.4597,27.225,45194.6,2673.0,7.04,156.554
ec4,1500.0,0.0,1.0,0.3,86400.0,653.0,600.0,603.0,53.0,28112.0,11399.0,48110.5,12.65,9.075,45256.8,2673.0,3.52,155.494
cc1,1500.0,0.0,1.0,0.3,86400.0,651.0,386.0,418.0,265.0,9332.09,7333.0,48087.0,32.4724,36.3,45192.4,2673.0,8.8,144.097
t3-2,1500.0,0.0,1.0,0.3,86400.0,652.0,416.0,444.0,236.0,13256.8,7903.0,48098.1,28.1534,36.3,45201.0,2673.0,8.8,150.804
t7-1,1500.0,0.0,1.0,0.3,86400.0,644.0,637.0,637.0,7.0,11749.6,12102.0,48092.8,35.4597,27.225,45194.6,2673.0,7.04,155.443
ec2,1500.0,0.0,1.0,0.3,86400.0,656.0,520.0,531.0,136.0,30768.2,9879.0,48109.8,12.65,9.075,45256.8,2673.0,3.52,154.826
t3-1,1500.0,1.0,1.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.67,12140.0,48091.4,35.5372,27.225,45194.5,2673.0,7.04,154.114
t3-2,1500.0,1.0,1.0,0.47,86400.0,639.0,639.0,639.0,0.0,2437.9,12140.0,48098.4,32.237,36.3,45192.8,2673.0,8.8,155.286
t1-2,9000.0,0.0,0.0,0.47,86400.0,661.0,255.0,300.0,406.0,23652.2,4844.0,48100.7,21.9366,18.15,45229.9,2673.0,5.28,152.456
t3-1,9000.0,0.0,0.0,0.47,86400.0,649.0,318.0,358.0,331.0,2628.83,6041.0,48106.8,9.9,18.15,45256.2,2673.0,3.52,146.079
t4,9000.0,0.0,0.0,0.47,86400.0,646.0,374.0,408.0,272.0,1385.53,7105.0,48102.7,11.275,18.15,45253.5,2673.0,3.52,143.275
t8-1,9000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
cc8,9000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
cc2,9000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
ec5,9000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
ec6,9000.0,0.0,0.0,0.47,86400.0,639.0,457.0,475.0,182.0,6820.75,8682.0,48105.1,11.55,9.075,45261.2,2673.0,1.76,148.613
t3-2,9000.0,0.0,0.0,0.47,86400.0,657.0,354.0,385.0,303.0,23583.1,6725.0,48106.5,12.65,18.15,45250.7,2673.0,3.52,148.467
t7-1,9000.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t1-2,3000.0,0.0,0.0,0.001,86400.0,655.0,608.0,611.0,47.0,41767.0,11551.0,48115.2,11.55,9.075,45261.2,2673.0,1.76,158.673
t3-1,3000.0,0.0,0.0,0.001,86400.0,659.0,408.0,431.0,251.0,32745.4,7751.0,48101.0,26.1471,27.225,45213.3,2673.0,7.04,154.312
t4,3000.0,0.0,0.0,0.001,86400.0,654.0,557.0,565.0,97.0,28716.1,10582.0,48093.3,35.6401,27.225,45194.3,2673.0,7.04,156.093
t6,3000.0,0.0,0.0,0.001,86400.0,649.0,609.0,612.0,40.0,20627.9,11570.0,48096.3,35.5854,27.225,45194.4,2673.0,7.04,159.097
t7-2,3000.0,0.0,0.0,0.001,86400.0,655.0,283.0,321.0,372.0,24991.8,5376.0,48112.3,11.55,9.075,45261.2,2673.0,1.76,155.732
t9,3000.0,0.0,0.0,0.001,86400.0,656.0,347.0,383.0,309.0,17065.9,6592.0,48098.8,29.137,36.3,45199.0,2673.0,8.8,152.499
t12-5,3000.0,0.0,0.0,0.001,86400.0,659.0,377.0,403.0,282.0,32889.0,7162.0,48088.3,35.5106,27.225,45194.5,2673.0,7.04,150.962
m2,3000.0,0.0,0.0,0.001,86400.0,656.0,374.0,404.0,282.0,20777.7,7105.0,48098.1,26.1652,27.225,45213.2,2673.0,7.04,151.433
m4,3000.0,0.0,0.0,0.001,86400.0,641.0,639.0,639.0,2.0,5839.77,12140.0,48104.8,28.7116,27.225,45208.1,2673.0,7.04,160.72
m12,3000.0,0.0,0.0,0.001,86400.0,655.0,393.0,420.0,262.0,21239.6,7466.0,48097.7,32.4729,36.3,45192.4,2673.0,8.8,154.734
m16,3000.0,0.0,0.0,0.001,86400.0,641.0,622.0,623.0,19.0,6344.27,11817.0,48091.9,35.5067,27.225,45194.5,2673.0,7.04,154.625
t13-1,3000.0,0.0,0.0,0.001,86400.0,640.0,639.0,639.0,1.0,3745.37,12140.0,48098.4,28.7273,27.225,45208.1,2673.0,7.04,154.303
t8-1,3000.0,0.0,0.0,0.001,86400.0,641.0,639.0,639.0,2.0,5822.7,12140.0,48092.9,35.5067,27.225,45194.5,2673.0,7.04,155.577
t12-3,3000.0,0.0,0.0,0.001,86400.0,640.0,639.0,639.0,1.0,3775.37,12140.0,48100.1,28.7273,27.225,45208.1,2673.0,7.04,155.969
cc8,3000.0,0.0,0.0,0.001,86400.0,659.0,432.0,452.0,227.0,34883.4,8207.0,48098.9,26.1472,27.225,45213.3,2673.0,7.04,152.211
cc7,3000.0,0.0,0.0,0.001,86400.0,658.0,433.0,454.0,225.0,30442.8,8226.0,48105.2,25.7721,36.3,45205.8,2673.0,8.8,155.622
cc6,3000.0,0.0,0.0,0.001,86400.0,650.0,582.0,587.0,68.0,21908.6,11057.0,48103.8,25.0665,27.225,45215.4,2673.0,7.04,156.094
cc2,3000.0,0.0,0.0,0.001,86400.0,659.0,495.0,511.0,164.0,35656.2,9404.0,48098.8,28.739,27.225,45208.1,2673.0,7.04,154.677
cc3,3000.0,0.0,0.0,0.001,86400.0,655.0,602.0,605.0,53.0,31831.5,11437.0,48114.5,12.65,9.075,45256.8,2673.0,3.52,159.547
ec5,3000.0,0.0,0.0,0.001,86400.0,660.0,413.0,439.0,247.0,32090.5,7846.0,48103.9,27.4474,27.225,45210.7,2673.0,7.04,158.516
ec6,3000.0,0.0,0.0,0.001,86400.0,656.0,412.0,439.0,244.0,22213.2,7827.0,48101.5,32.4086,36.3,45192.5,2673.0,8.8,158.478
ec7,3000.0,0.0,0.0,0.001,86400.0,659.0,358.0,388.0,301.0,27613.4,6801.0,48110.9,25.8719,36.3,45205.6,2673.0,8.8,161.329
t1-1,3000.0,0.0,0.0,0.001,86400.0,654.0,566.0,573.0,88.0,29005.8,10753.0,48105.1,31.249,27.225,45203.1,2673.0,7.04,163.552
t2-2,3000.0,0.0,0.0,0.001,86400.0,640.0,639.0,639.0,1.0,4016.38,12140.0,48113.4,28.7272,27.225,45208.1,2673.0,7.04,169.351
ec4,3000.0,0.0,0.0,0.001,86400.0,650.0,545.0,553.0,105.0,29596.3,10354.0,48115.5,11.275,18.15,45253.5,2673.0,3.52,156.088
cc1,3000.0,0.0,0.0,0.001,86400.0,652.0,411.0,436.0,241.0,15515.5,7808.0,48108.9,11.0,18.15,45251.8,2673.0,5.28,149.653
t3-2,3000.0,0.0,0.0,0.001,86400.0,654.0,503.0,519.0,151.0,24772.1,9556.0,48114.2,9.9,18.15,45256.2,2673.0,3.52,153.435
t7-1,3000.0,0.0,0.0,0.001,86400.0,657.0,601.0,605.0,56.0,36415.2,11418.0,48102.7,27.4915,27.225,45210.6,2673.0,7.04,157.379
ec3,3000.0,0.0,0.0,0.001,86400.0,648.0,577.0,583.0,71.0,27066.3,10962.0,48117.0,11.55,9.075,45261.2,2673.0,1.76,160.429
ec2,3000.0,0.0,0.0,0.001,86400.0,654.0,520.0,531.0,134.0,28300.2,9879.0,48096.7,35.4272,27.225,45194.7,2673.0,7.04,159.35
t1-2,8000.0,1.0,0.0,0.47,86400.0,655.0,530.0,540.0,125.0,29885.7,10069.0,48098.5,32.1162,27.225,45201.3,2673.0,7.04,157.848
t3-1,8000.0,1.0,0.0,0.47,86400.0,647.0,300.0,340.0,347.0,9919.08,5699.0,48103.4,9.9,18.15,45256.2,2673.0,3.52,142.585
ec5,8000.0,1.0,0.0,0.47,86400.0,649.0,353.0,387.0,296.0,4882.74,6706.0,48078.6,35.4687,27.225,45194.6,2673.0,7.04,141.271
ec6,8000.0,1.0,0.0,0.47,86400.0,648.0,479.0,499.0,169.0,9976.6,9100.0,48091.5,32.606,36.3,45192.1,2673.0,8.8,148.699
