sensor_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J)
m16,3500.0,0.0,0.0,0.001,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t13-1,3500.0,0.0,0.0,0.001,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t8-1,3500.0,0.0,0.0,0.001,86400.0,644.0,638.0,638.0,6.0,11849.9,12121.0,48095.8,35.4597,27.225,45194.6,2673.0,7.04,158.474
t12-3,3500.0,0.0,0.0,0.001,86400.0,639.0,639.0,639.0,0.0,1823.63,12140.0,48092.8,35.538,27.225,45194.5,2673.0,7.04,155.502
cc8,3500.0,0.0,0.0,0.001,86400.0,660.0,403.0,430.0,257.0,29533.8,7656.0,48116.6,11.607,9.075,45258.8,2673.0,3.52,160.599
cc7,3500.0,0.0,0.0,0.001,86400.0,659.0,404.0,430.0,255.0,28263.2,7675.0,48115.0,11.0,18.15,45251.8,2673.0,5.28,155.792
cc6,3500.0,0.0,0.0,0.001,86400.0,652.0,538.0,548.0,114.0,23380.3,10221.0,48099.1,35.4674,27.225,45194.6,2673.0,7.04,161.72
cc2,3500.0,0.0,0.0,0.001,86400.0,656.0,318.0,353.0,338.0,23844.8,6041.0,48112.0,11.55,9.075,45261.2,2673.0,1.76,155.453
cc3,3500.0,0.0,0.0,0.001,86400.0,646.0,584.0,590.0,62.0,14822.0,11095.0,48119.0,11.55,9.075,45261.2,2673.0,1.76,162.491
ec5,3500.0,0.0,0.0,0.001,86400.0,658.0,245.0,289.0,413.0,20648.9,4654.0,48109.3,11.55,9.075,45261.2,2673.0,1.76,152.795
ec6,3500.0,0.0,0.0,0.001,86400.0,656.0,315.0,355.0,341.0,16790.9,5984.0,48110.0,9.9,18.15,45256.2,2673.0,3.52,149.184
ec7,3500.0,0.0,0.0,0.001,86400.0,659.0,523.0,534.0,136.0,36177.5,9936.0,48113.6,12.65,9.075,45256.8,2673.0,3.52,158.6
t1-1,3500.0,0.0,0.0,0.001,86400.0,653.0,453.0,472.0,200.0,26868.8,8606.0,48115.8,9.9,18.15,45256.2,2673.0,3.52,155.003
t2-2,3500.0,0.0,0.0,0.001,86400.0,651.0,432.0,451.0,219.0,30908.8,8207.0,48115.8,9.9,18.15,45256.2,2673.0,3.52,155.074
ec4,3500.0,0.0,0.0,0.001,86400.0,653.0,477.0,495.0,176.0,20649.0,9062.0,48096.0,32.2076,36.3,45192.9,2673.0,8.8,152.761
cc1,3500.0,0.0,0.0,0.001,86400.0,656.0,590.0,594.0,66.0,34167.7,11209.0,48107.0,27.1606,36.3,45203.0,2673.0,8.8,158.743
t3-2,3500.0,0.0,0.0,0.001,86400.0,654.0,429.0,453.0,225.0,17838.2,8150.0,48115.3,10.6533,27.225,45244.2,2673.0,7.04,153.163
t7-1,3500.0,0.0,0.0,0.001,86400.0,651.0,605.0,608.0,46.0,25046.5,11494.0,48094.8,35.4831,27.225,45194.6,2673.0,7.04,157.5
ec3,3500.0,0.0,0.0,0.001,86400.0,658.0,511.0,523.0,147.0,34904.6,9708.0,48095.3,32.6233,27.225,45200.3,2673.0,7.04,155.145
ec2,3500.0,0.0,0.0,0.001,86400.0,649.0,425.0,449.0,224.0,19666.0,8074.0,48107.0,11.275,18.15,45253.5,2673.0,3.52,147.558
t1-2,5500.0,2.0,1.0,0.47,86400.0,651.0,280.0,320.0,371.0,12408.8,5319.0,48098.4,11.55,9.075,45261.2,2673.0,1.76,141.832
t3-1,5500.0,2.0,1.0,0.47,86400.0,652.0,313.0,347.0,339.0,12618.7,5946.0,48083.3,35.4431,27.225,45194.7,2673.0,7.04,145.917
t4,5500.0,2.0,1.0,0.47,86400.0,654.0,271.0,318.0,383.0,7262.31,5148.0,48085.5,32.3833,36.3,45192.5,2673.0,8.8,142.519
ec5,5500.0,2.0,1.0,0.47,86400.0,652.0,288.0,331.0,364.0,12558.0,5471.0,48100.8,9.9,18.15,45256.2,2673.0,3.52,140.003
ec6,5500.0,2.0,1.0,0.47,86400.0,649.0,246.0,294.0,403.0,5156.34,4673.0,48101.8,11.275,18.15,45253.5,2673.0,3.52,142.388
t3-2,5500.0,2.0,1.0,0.47,86400.0,654.0,358.0,391.0,296.0,15620.7,6801.0,48088.1,32.0932,36.3,45193.1,2673.0,8.8,144.751
t1-2,8500.0,1.0,0.0,0.3,86400.0,650.0,432.0,453.0,218.0,23377.8,8207.0,48109.8,11.55,9.075,45261.2,2673.0,1.76,153.225
t3-1,8500.0,1.0,0.0,0.3,86400.0,654.0,418.0,441.0,236.0,21733.5,7941.0,48099.1,21.4349,18.15,45230.9,2673.0,5.28,150.335
t7-2,8500.0,1.0,0.0,0.3,86400.0,650.0,493.0,505.0,157.0,19831.2,9366.0,48100.8,21.1611,18.15,45231.5,2673.0,5.28,151.742
t12-5,8500.0,1.0,0.0,0.3,86400.0,657.0,280.0,321.0,377.0,18998.5,5319.0,48085.7,30.3818,36.3,45196.5,2673.0,8.8,140.647
cc8,8500.0,1.0,0.0,0.3,86400.0,652.0,195.0,245.0,457.0,14902.8,3704.0,48101.7,11.55,9.075,45261.2,2673.0,1.76,145.15
cc7,8500.0,1.0,0.0,0.3,86400.0,657.0,325.0,363.0,332.0,18491.2,6174.0,48087.7,32.3646,36.3,45192.6,2673.0,8.8,144.649
cc2,8500.0,1.0,0.0,0.3,86400.0,649.0,378.0,406.0,271.0,19806.7,7181.0,48109.8,11.55,9.075,45261.2,2673.0,1.76,153.268
ec5,8500.0,1.0,0.0,0.3,86400.0,649.0,268.0,309.0,381.0,13484.1,5091.0,48105.3,9.9,18.15,45256.2,2673.0,3.52,144.504
ec6,8500.0,1.0,0.0,0.3,86400.0,647.0,449.0,470.0,198.0,19880.4,8530.0,48108.3,11.275,18.15,45253.5,2673.0,3.52,148.883
ec4,8500.0,1.0,0.0,0.3,86400.0,649.0,336.0,373.0,313.0,14291.8,6383.0,48105.8,11.275,18.15,45253.5,2673.0,3.52,146.453
cc1,8500.0,1.0,0.0,0.3,86400.0,654.0,511.0,523.0,143.0,27078.2,9708.0,48111.6,18.5499,27.225,45228.5,2673.0,7.04,157.355
t3-2,8500.0,1.0,0.0,0.3,86400.0,656.0,440.0,461.0,216.0,24416.5,8359.0,48119.5,8.69474,27.225,45248.2,2673.0,7.04,155.35
t7-1,8500.0,1.0,0.0,0.3,86400.0,656.0,281.0,326.0,375.0,12726.8,5338.0,48092.3,22.1542,27.225,45221.2,2673.0,7.04,141.589
ec2,8500.0,1.0,0.0,0.3,86400.0,649.0,314.0,352.0,335.0,12921.0,5965.0,48103.3,12.65,18.15,45250.7,2673.0,3.52,145.249
t1-2,9000.0,1.0,0.0,0.3,86400.0,659.0,244.0,288.0,415.0,20165.1,4635.0,48109.2,16.7638,18.15,45240.3,2673.0,5.28,155.752
t3-1,9000.0,1.0,0.0,0.3,86400.0,658.0,348.0,382.0,310.0,22837.6,6611.0,48093.2,32.1323,36.3,45193.0,2673.0,8.8,149.946
t4,9000.0,1.0,0.0,0.3,86400.0,654.0,375.0,399.0,279.0,25447.6,7124.0,48109.3,11.275,18.15,45253.5,2673.0,3.52,149.92
t7-2,9000.0,1.0,0.0,0.3,86400.0,654.0,292.0,327.0,362.0,18417.9,5547.0,48077.6,35.6128,27.225,45194.3,2673.0,7.04,140.415
cc8,9000.0,1.0,0.0,0.3,86400.0,661.0,239.0,285.0,422.0,21708.5,4540.0,48096.8,20.015,18.15,45233.8,2673.0,5.28,146.589
cc7,9000.0,1.0,0.0,0.3,86400.0,652.0,331.0,366.0,321.0,15626.4,6288.0,48112.4,9.9,18.15,45256.2,2673.0,3.52,151.613
cc2,9000.0,1.0,0.0,0.3,86400.0,649.0,269.0,309.0,380.0,14846.9,5110.0,48100.7,11.55,9.075,45261.2,2673.0,1.76,144.202
ec5,9000.0,1.0,0.0,0.3,86400.0,653.0,353.0,385.0,300.0,22235.1,6706.0,48105.7,11.275,18.15,45253.5,2673.0,3.52,146.314
ec6,9000.0,1.0,0.0,0.3,86400.0,651.0,328.0,361.0,323.0,20854.1,6231.0,48105.9,12.65,18.15,45250.7,2673.0,3.52,147.873
ec4,9000.0,1.0,0.0,0.3,86400.0,652.0,467.0,485.0,185.0,20254.1,8872.0,48101.2,24.6744,27.225,45216.2,2673.0,7.04,153.031
cc1,9000.0,1.0,0.0,0.3,86400.0,648.0,494.0,511.0,154.0,23857.4,9385.0,48111.6,9.9,18.15,45256.2,2673.0,3.52,150.864
t3-2,9000.0,1.0,0.0,0.3,86400.0,648.0,390.0,420.0,258.0,13568.3,7409.0,48110.9,12.65,18.15,45250.7,2673.0,3.52,152.895
t7-1,9000.0,1.0,0.0,0.3,86400.0,654.0,264.0,311.0,390.0,7889.0,5015.0,48085.0,32.2192,36.3,45192.9,2673.0,8.8,141.792
t1-2,6000.0,2.0,0.0,0.47,86400.0,656.0,131.0,184.0,525.0,14112.2,2488.0,48087.8,11.55,9.075,45261.2,2673.0,1.76,131.258
t3-1,6000.0,2.0,0.0,0.47,86400.0,657.0,101.0,170.0,556.0,4371.98,1918.0,48091.0,9.9,18.15,45256.2,2673.0,3.52,130.222
t3-2,6000.0,2.0,0.0,0.47,86400.0,657.0,166.0,225.0,491.0,11628.8,3153.0,48098.0,11.275,18.15,45253.5,2673.0,3.52,138.569
t1-2,10000.0,3.0,1.0,0.47,86400.0,655.0,168.0,225.0,487.0,5181.35,3191.0,48080.3,35.6219,27.225,45194.3,2673.0,7.04,143.152
t3-1,10000.0,3.0,1.0,0.47,86400.0,653.0,312.0,350.0,341.0,18688.3,5927.0,48101.8,9.9,18.15,45256.2,2673.0,3.52,141.01
t4,10000.0,3.0,1.0,0.47,86400.0,657.0,267.0,309.0,390.0,18565.5,5072.0,48083.0,32.2479,36.3,45192.8,2673.0,8.8,139.852
t3-2,10000.0,3.0,1.0,0.47,86400.0,654.0,427.0,450.0,227.0,27605.1,8112.0,48108.4,12.65,18.15,45250.7,2673.0,3.52,150.375
t1-2,4500.0,2.0,1.0,0.47,86400.0,653.0,283.0,322.0,370.0,12789.8,5376.0,48097.3,11.55,9.075,45261.2,2673.0,1.76,140.737
t3-1,4500.0,2.0,1.0,0.47,86400.0,653.0,305.0,341.0,348.0,13308.5,5794.0,48083.1,35.425,27.225,45194.7,2673.0,7.04,145.677
t4,4500.0,2.0,1.0,0.47,86400.0,653.0,380.0,411.0,273.0,14593.2,7219.0,48100.2,19.7477,36.3,45217.8,2673.0,8.8,144.588
ec5,4500.0,2.0,1.0,0.47,86400.0,656.0,215.0,268.0,441.0,10580.3,4084.0,48100.0,9.9,18.15,45256.2,2673.0,3.52,139.219
ec6,4500.0,2.0,1.0,0.47,86400.0,652.0,257.0,304.0,395.0,8597.51,4882.0,48101.0,11.275,18.15,45253.5,2673.0,3.52,141.588
t3-2,4500.0,2.0,1.0,0.47,86400.0,653.0,422.0,446.0,231.0,18227.8,8017.0,48091.8,32.2554,36.3,45192.8,2673.0,8.8,148.69
t3-1,5000.0,1.0,1.0,0.001,86400.0,651.0,396.0,422.0,255.0,19943.7,7523.0,48111.2,11.55,9.075,45261.2,2673.0,1.76,154.665
t6,5000.0,1.0,1.0,0.001,86400.0,658.0,212.0,261.0,446.0,15848.9,4027.0,48078.3,35.75,27.225,45194.1,2673.0,7.04,141.205
t7-2,5000.0,1.0,1.0,0.001,86400.0,656.0,370.0,402.0,286.0,18675.0,7029.0,48108.5,11.0,18.15,45251.8,2673.0,5.28,149.284
t9,5000.0,1.0,1.0,0.001,86400.0,656.0,416.0,437.0,240.0,28227.1,7903.0,48086.2,35.75,27.225,45194.1,2673.0,7.04,149.172
t12-5,5000.0,1.0,1.0,0.001,86400.0,659.0,257.0,303.0,402.0,18324.3,4882.0,48086.8,32.1354,36.3,45193.0,2673.0,8.8,143.502
m4,5000.0,1.0,1.0,0.001,86400.0,658.0,335.0,367.0,323.0,26485.0,6364.0,48099.7,24.2,18.15,45225.4,2673.0,5.28,153.661
cc8,5000.0,1.0,1.0,0.001,86400.0,656.0,339.0,371.0,317.0,25413.5,6440.0,48104.8,11.55,9.075,45261.2,2673.0,1.76,148.221
cc7,5000.0,1.0,1.0,0.001,86400.0,654.0,227.0,277.0,427.0,11588.7,4312.0,48107.7,9.9,18.15,45256.2,2673.0,3.52,146.934
cc6,5000.0,1.0,1.0,0.001,86400.0,657.0,359.0,392.0,298.0,20419.6,6820.0,48109.8,12.375,18.15,45249.1,2673.0,5.28,151.896
cc2,5000.0,1.0,1.0,0.001,86400.0,652.0,280.0,318.0,372.0,21460.7,5319.0,48102.2,11.55,9.075,45261.2,2673.0,1.76,145.64
cc3,5000.0,1.0,1.0,0.001,86400.0,652.0,527.0,536.0,125.0,25610.9,10012.0,48100.9,32.2972,36.3,45192.7,2673.0,8.8,157.795
ec5,5000.0,1.0,1.0,0.001,86400.0,655.0,327.0,359.0,328.0,25008.0,6212.0,48108.8,11.55,9.075,45261.2,2673.0,1.76,152.282
ec6,5000.0,1.0,1.0,0.001,86400.0,658.0,385.0,413.0,273.0,25772.2,7314.0,48106.8,11.0,18.15,45251.8,2673.0,5.28,147.552
ec7,5000.0,1.0,1.0,0.001,86400.0,658.0,313.0,350.0,345.0,22271.5,5946.0,48112.0,11.0871,27.225,45243.4,2673.0,7.04,150.254
t1-1,5000.0,1.0,1.0,0.001,86400.0,657.0,429.0,453.0,228.0,24715.2,8150.0,48113.5,9.62369,27.225,45246.3,2673.0,7.04,150.294
t2-2,5000.0,1.0,1.0,0.001,86400.0,658.0,350.0,381.0,308.0,23886.4,6649.0,48117.2,9.82439,27.225,45245.9,2673.0,7.04,154.254
ec4,5000.0,1.0,1.0,0.001,86400.0,658.0,452.0,470.0,206.0,32390.1,8587.0,48107.3,12.65,9.075,45256.8,2673.0,3.52,152.333
cc1,5000.0,1.0,1.0,0.001,86400.0,652.0,275.0,318.0,377.0,18576.6,5224.0,48107.0,9.9,18.15,45256.2,2673.0,3.52,146.195
t3-2,5000.0,1.0,1.0,0.001,86400.0,657.0,482.0,496.0,175.0,31822.5,9157.0,48100.2,31.6715,36.3,45194.0,2673.0,8.8,156.503
t7-1,5000.0,1.0,1.0,0.001,86400.0,652.0,454.0,473.0,198.0,26699.3,8625.0,48109.7,11.275,18.15,45253.5,2673.0,3.52,150.289
ec3,5000.0,1.0,1.0,0.001,86400.0,651.0,404.0,432.0,247.0,20411.2,7675.0,48108.6,9.9,18.15,45256.2,2673.0,3.52,147.809
t1-2,2500.0,0.0,0.0,0.3,86400.0,653.0,487.0,502.0,166.0,23175.6,9252.0,48094.6,33.5977,27.225,45198.4,2673.0,7.04,155.407
t3-1,2500.0,0.0,0.0,0.3,86400.0,660.0,464.0,484.0,196.0,32758.0,8815.0,48106.3,12.65,9.075,45256.8,2673.0,3.52,151.261
t4,2500.0,0.0,0.0,0.3,86400.0,649.0,638.0,638.0,11.0,20282.9,12121.0,48118.2,12.65,9.075,45256.8,2673.0,3.52,163.18
t7-2,2500.0,0.0,0.0,0.3,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t12-5,2500.0,0.0,0.0,0.3,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
m16,2500.0,0.0,0.0,0.3,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t13-1,2500.0,0.0,0.0,0.3,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t8-1,2500.0,0.0,0.0,0.3,86400.0,642.0,611.0,614.0,31.0,4810.88,11608.0,48108.4,12.65,9.075,45256.8,2673.0,3.52,153.377
cc8,2500.0,0.0,0.0,0.3,86400.0,658.0,350.0,383.0,308.0,26970.6,6649.0,48110.1,11.55,9.075,45261.2,2673.0,1.76,153.548
cc7,2500.0,0.0,0.0,0.3,86400.0,652.0,402.0,430.0,250.0,18207.6,7637.0,48112.9,9.9,18.15,45256.2,2673.0,3.52,152.127
cc2,2500.0,0.0,0.0,0.3,86400.0,658.0,356.0,385.0,302.0,30820.3,6763.0,48105.7,11.55,9.075,45261.2,2673.0,1.76,149.203
cc3,2500.0,0.0,0.0,0.3,86400.0,650.0,615.0,617.0,35.0,21483.4,11684.0,48110.4,12.65,9.075,45256.8,2673.0,3.52,155.397
ec5,2500.0,0.0,0.0,0.3,86400.0,660.0,274.0,312.0,386.0,27014.5,5205.0,48099.6,12.65,9.075,45256.8,2673.0,3.52,144.608
ec6,2500.0,0.0,0.0,0.3,86400.0,656.0,230.0,280.0,426.0,12813.7,4369.0,48104.5,9.9,18.15,45256.2,2673.0,3.52,143.755
ec4,2500.0,0.0,0.0,0.3,86400.0,650.0,418.0,445.0,232.0,13362.6,7941.0,48106.9,11.275,18.15,45253.5,2673.0,3.52,147.506
cc1,2500.0,0.0,0.0,0.3,86400.0,652.0,389.0,419.0,263.0,16507.2,7390.0,48116.0,9.9,18.15,45256.2,2673.0,3.52,155.232
t3-2,2500.0,0.0,0.0,0.3,86400.0,654.0,492.0,508.0,162.0,26474.7,9347.0,48116.5,9.9,18.15,45256.2,2673.0,3.52,155.707
t7-1,2500.0,0.0,0.0,0.3,86400.0,639.0,639.0,639.0,0.0,1840.63,12140.0,48093.7,35.538,27.225,45194.5,2673.0,7.04,156.446
ec2,2500.0,0.0,0.0,0.3,86400.0,649.0,572.0,578.0,77.0,20001.5,10867.0,48095.5,35.5144,27.225,45194.5,2673.0,7.04,158.249
t1-2,2500.0,0.0,1.0,0.3,86400.0,653.0,487.0,502.0,166.0,23175.6,9252.0,48094.6,33.5977,27.225,45198.4,2673.0,7.04,155.407
t3-1,2500.0,0.0,1.0,0.3,86400.0,660.0,464.0,484.0,196.0,32758.0,8815.0,48106.3,12.65,9.075,45256.8,2673.0,3.52,151.261
t4,2500.0,0.0,1.0,0.3,86400.0,649.0,638.0,638.0,11.0,20282.9,12121.0,48118.2,12.65,9.075,45256.8,2673.0,3.52,163.18
t7-2,2500.0,0.0,1.0,0.3,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t12-5,2500.0,0.0,1.0,0.3,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
m16,2500.0,0.0,1.0,0.3,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t13-1,2500.0,0.0,1.0,0.3,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t8-1,2500.0,0.0,1.0,0.3,86400.0,642.0,611.0,614.0,31.0,4810.88,11608.0,48108.4,12.65,9.075,45256.8,2673.0,3.52,153.377
cc8,2500.0,0.0,1.0,0.3,86400.0,658.0,350.0,383.0,308.0,26970.6,6649.0,48110.1,11.55,9.075,45261.2,2673.0,1.76,153.548
cc7,2500.0,0.0,1.0,0.3,86400.0,652.0,402.0,430.0,250.0,18207.6,7637.0,48112.9,9.9,18.15,45256.2,2673.0,3.52,152.127
cc2,2500.0,0.0,1.0,0.3,86400.0,658.0,356.0,385.0,302.0,30820.3,6763.0,48105.7,11.55,9.075,45261.2,2673.0,1.76,149.203
cc3,2500.0,0.0,1.0,0.3,86400.0,650.0,615.0,617.0,35.0,21483.4,11684.0,48110.4,12.65,9.075,45256.8,2673.0,3.52,155.397
ec5,2500.0,0.0,1.0,0.3,86400.0,660.0,274.0,312.0,386.0,27014.5,5205.0,48099.6,12.65,9.075,45256.8,2673.0,3.52,144.608
ec6,2500.0,0.0,1.0,0.3,86400.0,656.0,230.0,280.0,426.0,12813.7,4369.0,48104.5,9.9,18.15,45256.2,2673.0,3.52,143.755
ec4,2500.0,0.0,1.0,0.3,86400.0,650.0,418.0,445.0,232.0,13362.6,7941.0,48106.9,11.275,18.15,45253.5,2673.0,3.52,147.506
cc1,2500.0,0.0,1.0,0.3,86400.0,652.0,389.0,419.0,263.0,16507.2,7390.0,48116.0,9.9,18.15,45256.2,2673.0,3.52,155.232
t3-2,2500.0,0.0,1.0,0.3,86400.0,654.0,492.0,508.0,162.0,26474.7,9347.0,48116.5,9.9,18.15,45256.2,2673.0,3.52,155.707
t7-1,2500.0,0.0,1.0,0.3,86400.0,639.0,639.0,639.0,0.0,1840.63,12140.0,48093.7,35.538,27.225,45194.5,2673.0,7.04,156.446
ec2,2500.0,0.0,1.0,0.3,86400.0,649.0,572.0,578.0,77.0,20001.5,10867.0,48095.5,35.5144,27.225,45194.5,2673.0,7.04,158.249
t1-2,7000.0,3.0,1.0,0.3,86400.0,652.0,83.0,144.0,569.0,11356.4,1576.0,48096.4,11.55,9.075,45261.2,2673.0,1.76,139.855
ec5,7000.0,3.0,1.0,0.3,86400.0,659.0,452.0,473.0,207.0,32455.8,8587.0,48091.8,31.9728,36.3,45193.4,2673.0,8.8,148.325
ec6,7000.0,3.0,1.0,0.3,86400.0,653.0,92.0,154.0,561.0,9205.93,1747.0,48092.0,11.275,18.15,45253.5,2673.0,3.52,132.573
ec4,7000.0,3.0,1.0,0.3,86400.0,658.0,491.0,507.0,167.0,31732.1,9328.0,48098.3,25.3,27.225,45215.0,2673.0,7.04,150.746
t1-2,5000.0,3.0,1.0,0.001,86400.0,649.0,242.0,289.0,407.0,9487.53,4597.0,48096.2,11.55,9.075,45261.2,2673.0,1.76,139.704
cc8,5000.0,3.0,1.0,0.001,86400.0,649.0,186.0,237.0,463.0,9988.7,3533.0,48092.7,11.55,9.075,45261.2,2673.0,1.76,136.197
cc7,5000.0,3.0,1.0,0.001,86400.0,656.0,241.0,285.0,415.0,15383.8,4578.0,48105.3,9.55824,27.225,45246.4,2673.0,7.04,142.033
cc6,5000.0,3.0,1.0,0.001,86400.0,651.0,231.0,282.0,420.0,6026.97,4388.0,48098.5,11.275,18.15,45253.5,2673.0,3.52,139.088
cc3,5000.0,3.0,1.0,0.001,86400.0,650.0,427.0,449.0,223.0,23812.5,8112.0,48108.5,12.65,18.15,45250.7,2673.0,3.52,150.515
ec5,5000.0,3.0,1.0,0.001,86400.0,652.0,359.0,391.0,293.0,19920.2,6820.0,48104.5,9.9,18.15,45256.2,2673.0,3.52,143.689
ec6,5000.0,3.0,1.0,0.001,86400.0,656.0,316.0,354.0,340.0,16782.4,6003.0,48103.2,12.0888,27.225,45241.4,2673.0,7.04,142.467
t1-1,5000.0,3.0,1.0,0.001,86400.0,648.0,354.0,387.0,294.0,13783.4,6725.0,48101.9,12.65,18.15,45250.7,2673.0,3.52,143.835
t1-2,10000.0,1.0,0.0,0.47,86400.0,655.0,168.0,225.0,487.0,5181.35,3191.0,48080.3,35.6219,27.225,45194.3,2673.0,7.04,143.152
t3-1,10000.0,1.0,0.0,0.47,86400.0,653.0,312.0,350.0,341.0,18688.3,5927.0,48101.8,9.9,18.15,45256.2,2673.0,3.52,141.01
t4,10000.0,1.0,0.0,0.47,86400.0,657.0,267.0,309.0,390.0,18565.5,5072.0,48083.0,32.2479,36.3,45192.8,2673.0,8.8,139.852
t3-2,10000.0,1.0,0.0,0.47,86400.0,654.0,427.0,450.0,227.0,27605.1,8112.0,48108.4,12.65,18.15,45250.7,2673.0,3.52,150.375
t1-2,10000.0,2.0,0.0,0.3,86400.0,658.0,144.0,201.0,514.0,10774.0,2735.0,48102.2,12.9523,18.15,45247.9,2673.0,5.28,144.884
t3-1,10000.0,2.0,0.0,0.3,86400.0,655.0,328.0,363.0,327.0,16276.7,6231.0,48107.2,9.9,18.15,45256.2,2673.0,3.52,146.456
t4,10000.0,2.0,0.0,0.3,86400.0,656.0,248.0,292.0,408.0,17375.1,4711.0,48102.3,11.275,18.15,45253.5,2673.0,3.52,142.902
cc8,10000.0,2.0,0.0,0.3,86400.0,657.0,144.0,202.0,513.0,8802.9,2735.0,48095.0,12.8342,18.15,45248.1,2673.0,5.28,137.651
cc7,10000.0,2.0,0.0,0.3,86400.0,655.0,152.0,213.0,503.0,2892.66,2887.0,48079.6,32.2955,36.3,45192.7,2673.0,8.8,136.522
cc3,10000.0,2.0,0.0,0.3,86400.0,656.0,191.0,247.0,465.0,6889.65,3628.0,48078.2,32.1897,36.3,45192.9,2673.0,8.8,134.943
ec5,10000.0,2.0,0.0,0.3,86400.0,655.0,242.0,289.0,413.0,9771.47,4597.0,48097.9,13.6068,27.225,45238.3,2673.0,7.04,138.696
ec6,10000.0,2.0,0.0,0.3,86400.0,655.0,213.0,266.0,442.0,6067.46,4046.0,48096.1,13.4499,27.225,45238.7,2673.0,7.04,136.775
ec4,10000.0,2.0,0.0,0.3,86400.0,656.0,373.0,401.0,283.0,21567.5,7086.0,48097.9,16.5,18.15,45240.8,2673.0,5.28,144.155
t3-2,10000.0,2.0,0.0,0.3,86400.0,655.0,327.0,362.0,328.0,17949.2,6212.0,48105.0,12.65,18.15,45250.7,2673.0,3.52,146.947
t4,8500.0,0.0,1.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t8-1,8500.0,0.0,1.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
cc8,8500.0,0.0,1.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
cc2,8500.0,0.0,1.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
ec5,8500.0,0.0,1.0,0.47,86400.0,645.0,546.0,558.0,99.0,7540.95,10373.0,48093.1,35.4259,27.225,45194.7,2673.0,7.04,155.664
ec6,8500.0,0.0,1.0,0.47,86400.0,642.0,546.0,558.0,96.0,2062.2,10373.0,48094.0,32.3063,36.3,45192.7,2673.0,8.8,150.871
t7-1,8500.0,0.0,1.0,0.47,86400.0,639.0,639.0,639.0,0.0,1798.63,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114
t1-2,2000.0,1.0,1.0,0.001,86400.0,656.0,227.0,270.0,429.0,17480.4,4312.0,48080.7,35.5389,27.225,45194.5,2673.0,7.04,143.464
t3-1,2000.0,1.0,1.0,0.001,86400.0,654.0,468.0,487.0,186.0,23000.2,8891.0,48091.3,35.1299,27.225,45195.3,2673.0,7.04,153.626
t7-2,2000.0,1.0,1.0,0.001,86400.0,653.0,387.0,416.0,266.0,15239.8,7352.0,48091.2,26.2949,27.225,45213.0,2673.0,7.04,144.677
t9,2000.0,1.0,1.0,0.001,86400.0,652.0,477.0,497.0,175.0,18034.6,9062.0,48100.8,24.241,36.3,45208.8,2673.0,8.8,149.609
t12-5,2000.0,1.0,1.0,0.001,86400.0,653.0,257.0,299.0,396.0,11070.1,4882.0,48080.1,35.5843,27.225,45194.4,2673.0,7.04,142.868
m12,2000.0,1.0,1.0,0.001,86400.0,652.0,268.0,314.0,384.0,4785.62,5091.0,48083.7,32.5673,36.3,45192.2,2673.0,8.8,140.84
