sensor_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,Simulation Duration (seconds),Packet Attempts (Retransmission Included),Successful Transmission Count,Transmission Count,Failed Packet Attempts,Time Spent for Successful Transmissions (seconds),Sent Data Size (byte),Total Energy Consumption (J),Hardware Sleep Mode Energy Consumption (J),Hardware Awakening Mode Energy Consumption (J),Hardware Active Mode Energy Consumption (J),Hardware Collection Mode Energy Consumption (J),Hardware Shutdown Mode Energy Consumption (J),Lorawan Module Energy Consumption (J),LoRaWAN_Sleep_Energy (J),LoRaWAN_Sleep_Time (seconds),LoRaWAN_Standby_Energy (J),LoRaWAN_Standby_Time (seconds),LoRaWAN_TX_Energy (J),LoRaWAN_TX_Time (seconds),LoRaWAN_RX_Energy (J),LoRaWAN_RX_Time (seconds)
cc8,3500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
cc2,3500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,2117.77,12140.0,48091.4,35.538,27.225,45194.5,2673.0,7.04,154.114,0.635925,84790.0,0.018121,2.58872,117.99,842.785,35.4702,633.397
ec5,3500.0,0.0,0.0,0.47,86400.0,650.0,423.0,444.0,227.0,9144.68,8036.0,48104.8,11.55,9.075,45261.2,2673.0,1.76,148.267,0.637095,84946.1,0.841915,120.274,120.575,861.25,26.2135,468.099
ec6,3500.0,0.0,0.0,0.47,86400.0,647.0,410.0,437.0,237.0,4292.85,7789.0,48107.0,9.9,18.15,45256.2,2673.0,3.52,146.208,0.637005,84934.1,1.20046,171.495,120.206,858.612,24.1648,431.514
t3-2,3500.0,0.0,0.0,0.47,86400.0,652.0,292.0,332.0,360.0,6309.64,5547.0,48099.9,11.55,9.075,45261.2,2673.0,1.76,143.34,0.63723,84964.1,1.42621,203.744,121.498,867.844,19.7786,353.19
t7-1,3500.0,0.0,0.0,0.47,86400.0,639.0,639.0,639.0,0.0,2132.77,12140.0,48092.2,35.538,27.225,45194.5,2673.0,7.04,154.947,0.635813,84775.1,0.0185578,2.65111,117.99,842.785,36.3029,648.266
t1-2,5000.0,0.0,0.0,0.3,86400.0,659.0,292.0,328.0,367.0,11412.0,5547.0,48108.3,12.8379,18.15,45248.1,2673.0,5.28,150.879,0.636297,84839.6,1.23652,176.645,121.683,869.163,27.3237,487.924
t3-1,5000.0,0.0,0.0,0.3,86400.0,650.0,342.0,372.0,308.0,10178.4,6497.0,48107.1,11.55,9.075,45261.2,2673.0,1.76,150.592,0.636372,84849.5,1.22088,174.411,121.129,865.206,27.6059,492.962
t4,5000.0,0.0,0.0,0.3,86400.0,658.0,268.0,313.0,390.0,4887.39,5091.0,48091.3,32.1846,36.3,45192.9,2673.0,8.8,148.108,0.635913,84788.4,1.23888,176.982,121.498,867.844,24.7354,441.704
t7-2,5000.0,0.0,0.0,0.3,86400.0,659.0,543.0,553.0,116.0,6664.23,10316.0,48118.1,10.0369,18.15,45253.7,2673.0,5.28,157.902,0.636052,84806.9,0.576498,82.3569,121.683,869.163,35.0064,625.115
